gsm	title	source_name_ch1	organism_ch1	ch:strain	ch:cross	ch:developmental stage	data_processing	library_strategy	supplementary_file_1	ch:tissue
GSM1112550	4cell_4-1	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112550/suppl/GSM1112550_4cell_4-1_expression.txt.gz	
GSM1112551	4cell_4-2	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112551/suppl/GSM1112551_4cell_4-2_expression.txt.gz	
GSM1112552	4cell_4-3	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112552/suppl/GSM1112552_4cell_4-3_expression.txt.gz	
GSM1112553	4cell_4-4	4-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	4-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112553/suppl/GSM1112553_4cell_4-4_expression.txt.gz	
GSM1112554	8cell_1-1	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112554/suppl/GSM1112554_8cell_1-1_expression.txt.gz	
GSM1112555	8cell_1-2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112555/suppl/GSM1112555_8cell_1-2_expression.txt.gz	
GSM1112556	8cell_1-4	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112556/suppl/GSM1112556_8cell_1-4_expression.txt.gz	
GSM1112557	8cell_1-5	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112557/suppl/GSM1112557_8cell_1-5_expression.txt.gz	
GSM1112558	8cell_1-6	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112558/suppl/GSM1112558_8cell_1-6_expression.txt.gz	
GSM1112559	8cell_1-7	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112559/suppl/GSM1112559_8cell_1-7_expression.txt.gz	
GSM1112560	8cell_1-8	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112560/suppl/GSM1112560_8cell_1-8_expression.txt.gz	
GSM1112561	8cell_2-1	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112561/suppl/GSM1112561_8cell_2-1_expression.txt.gz	
GSM1112562	8cell_2-2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112562/suppl/GSM1112562_8cell_2-2_expression.txt.gz	
GSM1112563	8cell_2-3	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112563/suppl/GSM1112563_8cell_2-3_expression.txt.gz	
GSM1112564	8cell_2-4	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112564/suppl/GSM1112564_8cell_2-4_expression.txt.gz	
GSM1112565	8cell_2-6	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112565/suppl/GSM1112565_8cell_2-6_expression.txt.gz	
GSM1112566	8cell_2-7	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112566/suppl/GSM1112566_8cell_2-7_expression.txt.gz	
GSM1112567	8cell_2-8	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112567/suppl/GSM1112567_8cell_2-8_expression.txt.gz	
GSM1112568	8cell_5-1	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112568/suppl/GSM1112568_8cell_5-1_expression.txt.gz	
GSM1112569	8cell_5-2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112569/suppl/GSM1112569_8cell_5-2_expression.txt.gz	
GSM1112570	8cell_5-3	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112570/suppl/GSM1112570_8cell_5-3_expression.txt.gz	
GSM1112571	8cell_5-4	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112571/suppl/GSM1112571_8cell_5-4_expression.txt.gz	
GSM1112572	8cell_5-6	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112572/suppl/GSM1112572_8cell_5-6_expression.txt.gz	
GSM1112573	8cell_5-7	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112573/suppl/GSM1112573_8cell_5-7_expression.txt.gz	
GSM1112574	8cell_5-8	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112574/suppl/GSM1112574_8cell_5-8_expression.txt.gz	
GSM1112575	8cell_8-1	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112575/suppl/GSM1112575_8cell_8-1_expression.txt.gz	
GSM1112576	8cell_8-2	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112576/suppl/GSM1112576_8cell_8-2_expression.txt.gz	
GSM1112577	8cell_8-3	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112577/suppl/GSM1112577_8cell_8-3_expression.txt.gz	
GSM1112578	8cell_8-4	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112578/suppl/GSM1112578_8cell_8-4_expression.txt.gz	
GSM1112579	8cell_8-6	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112579/suppl/GSM1112579_8cell_8-6_expression.txt.gz	
GSM1112580	8cell_8-7	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112580/suppl/GSM1112580_8cell_8-7_expression.txt.gz	
GSM1112581	8cell_8-8	8-cell stage blastomere	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	8-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112581/suppl/GSM1112581_8cell_8-8_expression.txt.gz	
GSM1112582	BXC_100pg_liver_RNA_1	Liver	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112582/suppl/GSM1112582_BXC_100pg_liver_RNA_1_expression.txt.gz	liver (pooled)
GSM1112583	BXC_100pg_liver_RNA_2	Liver	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112583/suppl/GSM1112583_BXC_100pg_liver_RNA_2_expression.txt.gz	liver (pooled)
GSM1112584	BXC_10pg_liver_RNA_1	Liver	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112584/suppl/GSM1112584_BXC_10pg_liver_RNA_1_expression.txt.gz	liver (pooled)
GSM1112585	BXC_10pg_liver_RNA_2	Liver	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112585/suppl/GSM1112585_BXC_10pg_liver_RNA_2_expression.txt.gz	liver (pooled)
GSM1112586	BXC_1ng_liver_RNA_0	Liver	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112586/suppl/GSM1112586_BXC_1ng_liver_RNA_0r_expression.txt.gz	liver (pooled)
GSM1112587	BXC_1ng_liver_RNA_1	Liver	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112587/suppl/GSM1112587_BXC_1ng_liver_RNA_1_expression.txt.gz	liver (pooled)
GSM1112588	BXC_30pg_liver_RNA_0	Liver	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112588/suppl/GSM1112588_BXC_30pg_liver_RNA_0r_expression.txt.gz	liver (pooled)
GSM1112589	BXC_30pg_liver_RNA_2	Liver	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112589/suppl/GSM1112589_BXC_30pg_liver_RNA_2_expression.txt.gz	liver (pooled)
GSM1112590	BXC_liver_cell_1	Liver cell	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112590/suppl/GSM1112590_BXC_liver_cell_1_expression.txt.gz	liver cell
GSM1112591	BXC_liver_cell_2	Liver cell	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112591/suppl/GSM1112591_BXC_liver_cell_2_expression.txt.gz	liver cell
GSM1112592	BXC_liver_cell_4	Liver cell	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112592/suppl/GSM1112592_BXC_liver_cell_4_expression.txt.gz	liver cell
GSM1112593	BXC_liver_cell_5	Liver cell	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112593/suppl/GSM1112593_BXC_liver_cell_5_expression.txt.gz	liver cell
GSM1112594	BXC_liver_cell_6	Liver cell	Mus musculus	C57BL/6J(mother) x CAST/EiJ(father)	first generation cross	adult	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112594/suppl/GSM1112594_BXC_liver_cell_6_expression.txt.gz	liver cell
GSM1112595	C57twocell_16-1	2-cell stage blastomere	Mus musculus	C57BL/6J		2-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112595/suppl/GSM1112595_C57twocell_16-1_expression.txt.gz	
GSM1112596	C57twocell_16-2	2-cell stage blastomere	Mus musculus	C57BL/6J		2-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112596/suppl/GSM1112596_C57twocell_16-2_expression.txt.gz	
GSM1112597	C57twocell_18-1	2-cell stage blastomere	Mus musculus	C57BL/6J		2-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112597/suppl/GSM1112597_C57twocell_18-1_expression.txt.gz	
GSM1112598	C57twocell_18-2	2-cell stage blastomere	Mus musculus	C57BL/6J		2-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112598/suppl/GSM1112598_C57twocell_18-2_expression.txt.gz	
GSM1112599	C57twocell_20-1	2-cell stage blastomere	Mus musculus	C57BL/6J		2-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112599/suppl/GSM1112599_C57twocell_20-1_expression.txt.gz	
GSM1112600	C57twocell_20-2	2-cell stage blastomere	Mus musculus	C57BL/6J		2-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112600/suppl/GSM1112600_C57twocell_20-2_expression.txt.gz	
GSM1112601	C57twocell_22-1	2-cell stage blastomere	Mus musculus	C57BL/6J		2-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112601/suppl/GSM1112601_C57twocell_22-1_expression.txt.gz	
GSM1112602	C57twocell_22-2	2-cell stage blastomere	Mus musculus	C57BL/6J		2-cell stage blastomere	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112602/suppl/GSM1112602_C57twocell_22-2_expression.txt.gz	
GSM1112603	early2cell_0-1	Early 2-cell stage blastomere (31-32h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Early 2-cell stage blastomere (31-32h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112603/suppl/GSM1112603_early2cell_0r-1_expression.txt.gz	
GSM1112604	early2cell_0-2	Early 2-cell stage blastomere (31-32h post-fertilization)	Mus musculus	CAST/EiJ(mother) x C57BL/6J(father)	first generation cross	Early 2-cell stage blastomere (31-32h post-fertilization)	For expression values, we aligned reads using bowtie 0.12.7, option --best, against the genome and transcriptome (Ensembl, version 16 May 2011) with the genotype of both strains, in mm9 coordinates	RNA-Seq	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1112nnn/GSM1112604/suppl/GSM1112604_early2cell_0r-2_expression.txt.gz	
