accession	status	symbol	title
XM_015461977.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X26, mRNA
XM_015461978.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X27, mRNA
XM_015461979.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X28, mRNA
XM_015461980.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X29, mRNA
XM_015461981.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X30, mRNA
XM_015461982.1	suppressed	ABI3BP	PREDICTED: Bos taurus ABI family member 3 binding protein (ABI3BP), transcript variant X31, mRNA
XM_015461983.1	suppressed	ZPLD1	PREDICTED: Bos taurus zona pellucida-like domain containing 1 (ZPLD1), mRNA
XM_015461985.1	suppressed	HHLA2	PREDICTED: Bos taurus HERV-H LTR-associating 2 (HHLA2), transcript variant X1, mRNA
XM_015461986.1	suppressed	HHLA2	PREDICTED: Bos taurus HERV-H LTR-associating 2 (HHLA2), transcript variant X2, mRNA
XM_015461987.1	suppressed	HHLA2	PREDICTED: Bos taurus HERV-H LTR-associating 2 (HHLA2), transcript variant X5, mRNA
XM_015461988.1	suppressed	HHLA2	PREDICTED: Bos taurus HERV-H LTR-associating 2 (HHLA2), transcript variant X6, mRNA
XM_015461989.1	suppressed	HHLA2	PREDICTED: Bos taurus HERV-H LTR-associating 2 (HHLA2), transcript variant X7, mRNA
XM_015461990.1	suppressed	MYH15	PREDICTED: Bos taurus myosin, heavy chain 15 (MYH15), mRNA
XM_015461991.1	suppressed	SLC9C1	PREDICTED: Bos taurus solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1 (SLC9C1), mRNA
XM_015461992.1	suppressed	BTLA	PREDICTED: Bos taurus B and T lymphocyte associated (BTLA), transcript variant X2, mRNA
XM_015461993.1	suppressed	BTLA	PREDICTED: Bos taurus B and T lymphocyte associated (BTLA), transcript variant X3, mRNA
XM_015461994.1	suppressed	CD200R1L	PREDICTED: Bos taurus CD200 receptor 1 like (CD200R1L), mRNA
XM_015461995.1	suppressed	C1H3orf17	PREDICTED: Bos taurus chromosome 1 open reading frame, human C3orf17 (C1H3orf17), transcript variant X2, mRNA
XM_015461996.1	suppressed	C1H3orf17	PREDICTED: Bos taurus chromosome 1 open reading frame, human C3orf17 (C1H3orf17), transcript variant X3, mRNA
XM_015461997.1	suppressed	CFAP44	PREDICTED: Bos taurus cilia and flagella associated protein 44 (CFAP44), transcript variant X2, mRNA
XM_015461998.1	suppressed	CFAP44	PREDICTED: Bos taurus cilia and flagella associated protein 44 (CFAP44), transcript variant X3, mRNA
XM_015461999.1	suppressed	CFAP44	PREDICTED: Bos taurus cilia and flagella associated protein 44 (CFAP44), transcript variant X4, mRNA
XM_015462000.1	suppressed	CFAP44	PREDICTED: Bos taurus cilia and flagella associated protein 44 (CFAP44), transcript variant X5, mRNA
XM_015462001.1	suppressed	CFAP44	PREDICTED: Bos taurus cilia and flagella associated protein 44 (CFAP44), transcript variant X6, mRNA
XM_015462002.1	suppressed	CCDC191	PREDICTED: Bos taurus coiled-coil domain containing 191 (CCDC191), transcript variant X3, mRNA
XM_015462003.1	suppressed	LOC107131288	PREDICTED: Bos taurus glycogen synthase kinase-3 beta (LOC107131288), mRNA
XM_015462004.1	suppressed	GUCA1C	PREDICTED: Bos taurus guanylate cyclase activator 1C (GUCA1C), mRNA
XM_015462005.1	suppressed	MORC1	PREDICTED: Bos taurus MORC family CW-type zinc finger 1 (MORC1), mRNA
XM_015462006.1	suppressed	PVRL3	PREDICTED: Bos taurus poliovirus receptor-related 3 (PVRL3), transcript variant X2, mRNA
XM_015462007.1	suppressed	C1H3orf30	PREDICTED: Bos taurus chromosome 1 open reading frame, human C3orf30 (C1H3orf30), mRNA
XM_015462008.1	suppressed	ZBTB20	PREDICTED: Bos taurus zinc finger and BTB domain containing 20 (ZBTB20), transcript variant X3, mRNA
XM_015462009.1	suppressed	ZBTB20	PREDICTED: Bos taurus zinc finger and BTB domain containing 20 (ZBTB20), transcript variant X4, mRNA
XM_015462010.1	suppressed	ZBTB20	PREDICTED: Bos taurus zinc finger and BTB domain containing 20 (ZBTB20), transcript variant X6, mRNA
XM_015462011.1	suppressed	ZBTB20	PREDICTED: Bos taurus zinc finger and BTB domain containing 20 (ZBTB20), transcript variant X7, mRNA
XM_015462012.1	suppressed	ZBTB20	PREDICTED: Bos taurus zinc finger and BTB domain containing 20 (ZBTB20), transcript variant X8, mRNA
XM_015462013.1	suppressed	ZBTB20	PREDICTED: Bos taurus zinc finger and BTB domain containing 20 (ZBTB20), transcript variant X10, mRNA
XM_015462014.1	suppressed	ZBTB20	PREDICTED: Bos taurus zinc finger and BTB domain containing 20 (ZBTB20), transcript variant X11, mRNA
XM_015462015.1	suppressed	ZBTB20	PREDICTED: Bos taurus zinc finger and BTB domain containing 20 (ZBTB20), transcript variant X12, mRNA
XM_015462017.1	suppressed	POLQ	PREDICTED: Bos taurus polymerase (DNA directed), theta (POLQ), transcript variant X5, mRNA
XM_015462018.1	suppressed	WDR5B	PREDICTED: Bos taurus WD repeat domain 5B (WDR5B), mRNA
XM_015462019.1	suppressed	LOC100848864	PREDICTED: Bos taurus basic salivary proline-rich protein 2-like (LOC100848864), transcript variant X1, mRNA
XM_015462020.1	suppressed	LOC100848864	PREDICTED: Bos taurus basic salivary proline-rich protein 2-like (LOC100848864), transcript variant X2, mRNA
XM_015462021.1	suppressed	LOC100848864	PREDICTED: Bos taurus basic salivary proline-rich protein 2-like (LOC100848864), transcript variant X3, mRNA
XM_015462022.1	suppressed	LOC100848864	PREDICTED: Bos taurus basic salivary proline-rich protein 2-like (LOC100848864), transcript variant X4, mRNA
XM_015462023.1	suppressed	LOC100848864	PREDICTED: Bos taurus basic salivary proline-rich protein 2-like (LOC100848864), transcript variant X5, mRNA
XM_015462024.1	suppressed	CCDC14	PREDICTED: Bos taurus coiled-coil domain containing 14 (CCDC14), transcript variant X2, mRNA
XM_015462025.1	suppressed	CCDC14	PREDICTED: Bos taurus coiled-coil domain containing 14 (CCDC14), transcript variant X3, mRNA
XM_015462026.1	suppressed	SLC12A8	PREDICTED: Bos taurus solute carrier family 12, member 8 (SLC12A8), transcript variant X1, mRNA
XM_015462027.1	suppressed	SLC12A8	PREDICTED: Bos taurus solute carrier family 12, member 8 (SLC12A8), transcript variant X2, mRNA
XM_015462028.1	suppressed	SLC12A8	PREDICTED: Bos taurus solute carrier family 12, member 8 (SLC12A8), transcript variant X3, mRNA
XM_015462029.1	suppressed	LMLN	PREDICTED: Bos taurus leishmanolysin-like (metallopeptidase M8 family) (LMLN), transcript variant X1, mRNA
XM_015462030.1	suppressed	LMLN	PREDICTED: Bos taurus leishmanolysin-like (metallopeptidase M8 family) (LMLN), transcript variant X2, mRNA
XM_015462031.1	suppressed	LRCH3	PREDICTED: Bos taurus leucine-rich repeats and calponin homology (CH) domain containing 3 (LRCH3), transcript variant X1, mRNA
XM_015462032.1	suppressed	LRCH3	PREDICTED: Bos taurus leucine-rich repeats and calponin homology (CH) domain containing 3 (LRCH3), transcript variant X2, mRNA
XM_015462033.1	suppressed	LRCH3	PREDICTED: Bos taurus leucine-rich repeats and calponin homology (CH) domain containing 3 (LRCH3), transcript variant X3, mRNA
XM_015462034.1	suppressed	LRCH3	PREDICTED: Bos taurus leucine-rich repeats and calponin homology (CH) domain containing 3 (LRCH3), transcript variant X4, mRNA
XM_015462035.1	suppressed	LRCH3	PREDICTED: Bos taurus leucine-rich repeats and calponin homology (CH) domain containing 3 (LRCH3), transcript variant X5, mRNA
XM_015462036.1	suppressed	LRCH3	PREDICTED: Bos taurus leucine-rich repeats and calponin homology (CH) domain containing 3 (LRCH3), transcript variant X6, mRNA
XM_015462037.1	suppressed	LRCH3	PREDICTED: Bos taurus leucine-rich repeats and calponin homology (CH) domain containing 3 (LRCH3), transcript variant X7, mRNA
XM_015462038.1	suppressed	LRCH3	PREDICTED: Bos taurus leucine-rich repeats and calponin homology (CH) domain containing 3 (LRCH3), transcript variant X8, mRNA
XM_015462039.1	suppressed	MUC4	PREDICTED: Bos taurus mucin 4, cell surface associated (MUC4), transcript variant X2, mRNA
XM_015462040.1	suppressed	LOC516421	PREDICTED: Bos taurus solute carrier family 15 member 2-like (LOC516421), mRNA
XM_015462043.1	suppressed	SENP5	PREDICTED: Bos taurus SUMO1/sentrin specific peptidase 5 (SENP5), transcript variant X1, mRNA
XM_015462044.1	suppressed	SENP5	PREDICTED: Bos taurus SUMO1/sentrin specific peptidase 5 (SENP5), transcript variant X2, mRNA
XM_015462045.1	suppressed	DLG1	PREDICTED: Bos taurus discs large homolog 1 (DLG1), transcript variant X2, mRNA
XM_015462046.1	suppressed	LOC101905099	PREDICTED: Bos taurus uncharacterized LOC101905099 (LOC101905099), transcript variant X2, mRNA
XM_015462047.1	suppressed	ATP13A4	PREDICTED: Bos taurus ATPase type 13A4 (ATP13A4), transcript variant X2, mRNA
XM_015462048.1	suppressed	ATP13A4	PREDICTED: Bos taurus ATPase type 13A4 (ATP13A4), transcript variant X3, mRNA
XM_015462049.1	suppressed	UTS2B	PREDICTED: Bos taurus urotensin 2B (UTS2B), transcript variant X2, mRNA
XM_015462050.1	suppressed	GMNC	PREDICTED: Bos taurus geminin coiled-coil domain containing (GMNC), transcript variant X2, mRNA
XM_015462051.1	suppressed	TMEM207	PREDICTED: Bos taurus transmembrane protein 207 (TMEM207), transcript variant X2, mRNA
XM_015462052.1	replaced	ADIPOQ	PREDICTED: Bos taurus adiponectin, C1Q and collagen domain containing (ADIPOQ), transcript variant X1, mRNA
XM_015462053.1	suppressed	ADIPOQ	PREDICTED: Bos taurus adiponectin, C1Q and collagen domain containing (ADIPOQ), transcript variant X2, mRNA
XM_015462054.1	suppressed	DGKG	PREDICTED: Bos taurus diacylglycerol kinase gamma (DGKG), mRNA
XM_015462055.1	suppressed	LIPH	PREDICTED: Bos taurus lipase, member H (LIPH), transcript variant X2, mRNA
XM_015462056.1	suppressed	VPS8	PREDICTED: Bos taurus VPS8, CORVET complex subunit (VPS8), transcript variant X2, mRNA
XM_015462057.1	suppressed	VPS8	PREDICTED: Bos taurus VPS8, CORVET complex subunit (VPS8), transcript variant X3, mRNA
XM_015462058.1	suppressed	VPS8	PREDICTED: Bos taurus VPS8, CORVET complex subunit (VPS8), transcript variant X5, mRNA
XM_015462059.1	suppressed	PIGX	PREDICTED: Bos taurus phosphatidylinositol glycan anchor biosynthesis class X (PIGX), transcript variant X2, mRNA
XM_015462060.1	suppressed	GP5	PREDICTED: Bos taurus glycoprotein V platelet (GP5), mRNA
XM_015462061.1	suppressed	LOC100847122	PREDICTED: Bos taurus translation initiation factor IF-2-like (LOC100847122), transcript variant X1, mRNA
XM_015462062.1	suppressed	LOC100847122	PREDICTED: Bos taurus translation initiation factor IF-2-like (LOC100847122), transcript variant X2, mRNA
XM_015462063.1	suppressed	EIF4G1	PREDICTED: Bos taurus eukaryotic translation initiation factor 4 gamma, 1 (EIF4G1), transcript variant X1, mRNA
XM_015462064.1	suppressed	EIF4G1	PREDICTED: Bos taurus eukaryotic translation initiation factor 4 gamma, 1 (EIF4G1), transcript variant X2, mRNA
XM_015462065.1	suppressed	EIF4G1	PREDICTED: Bos taurus eukaryotic translation initiation factor 4 gamma, 1 (EIF4G1), transcript variant X3, mRNA
XM_015462066.1	suppressed	EIF4G1	PREDICTED: Bos taurus eukaryotic translation initiation factor 4 gamma, 1 (EIF4G1), transcript variant X4, mRNA
XM_015462067.1	suppressed	DVL3	PREDICTED: Bos taurus dishevelled segment polarity protein 3 (DVL3), mRNA
XM_015462068.1	suppressed	LOC782787	PREDICTED: Bos taurus cytochrome P450 2J2-like (LOC782787), mRNA
XM_015462070.1	suppressed	NAALADL2	PREDICTED: Bos taurus N-acetylated alpha-linked acidic dipeptidase-like 2 (NAALADL2), mRNA
XM_015462071.1	suppressed	LOC616200	PREDICTED: Bos taurus glyceraldehyde-3-phosphate dehydrogenase-like (LOC616200), mRNA
XM_015462072.1	suppressed	LOC100847574	PREDICTED: Bos taurus multidrug resistance-associated protein 4-like (LOC100847574), mRNA
XM_015462073.1	suppressed	ZBED9	PREDICTED: Bos taurus zinc finger, BED-type containing 9 (ZBED9), mRNA
XM_015462074.1	suppressed	TNFSF10	PREDICTED: Bos taurus tumor necrosis factor superfamily member 10 (TNFSF10), transcript variant X2, mRNA
XM_015462075.1	suppressed	GPR160	PREDICTED: Bos taurus G protein-coupled receptor 160 (GPR160), transcript variant X4, mRNA
XM_015462076.1	suppressed	LRRC31	PREDICTED: Bos taurus leucine rich repeat containing 31 (LRRC31), mRNA
XM_015462077.1	suppressed	LRRC34	PREDICTED: Bos taurus leucine rich repeat containing 34 (LRRC34), transcript variant X1, mRNA
XM_015462078.1	suppressed	LRRC34	PREDICTED: Bos taurus leucine rich repeat containing 34 (LRRC34), transcript variant X2, mRNA
XM_015462079.1	suppressed	LRRC34	PREDICTED: Bos taurus leucine rich repeat containing 34 (LRRC34), transcript variant X3, mRNA
XM_015462080.1	suppressed	LRRC34	PREDICTED: Bos taurus leucine rich repeat containing 34 (LRRC34), transcript variant X4, mRNA
XM_015462081.1	suppressed	LRRC34	PREDICTED: Bos taurus leucine rich repeat containing 34 (LRRC34), transcript variant X5, mRNA
XM_015462084.1	suppressed	MECOM	PREDICTED: Bos taurus MDS1 and EVI1 complex locus (MECOM), transcript variant X7, mRNA
XM_015462086.1	suppressed	LOC100337483	PREDICTED: Bos taurus multiple epidermal growth factor-like domains protein 6 (LOC100337483), mRNA
XM_015462087.1	suppressed	WDR49	PREDICTED: Bos taurus WD repeat domain 49 (WDR49), mRNA
XM_015462088.1	suppressed	SLITRK3	PREDICTED: Bos taurus SLIT and NTRK like family member 3 (SLITRK3), transcript variant X1, mRNA
XM_015462089.1	suppressed	LOC100852077	PREDICTED: Bos taurus leukocyte immunoglobulin-like receptor subfamily A member 6 (LOC100852077), transcript variant X1, mRNA
XM_015462090.1	suppressed	LOC100852077	PREDICTED: Bos taurus leukocyte immunoglobulin-like receptor subfamily A member 6 (LOC100852077), transcript variant X2, mRNA
XM_015462091.1	suppressed	LOC100852077	PREDICTED: Bos taurus leukocyte immunoglobulin-like receptor subfamily A member 6 (LOC100852077), transcript variant X3, mRNA
XM_015462092.1	suppressed	VEPH1	PREDICTED: Bos taurus ventricular zone expressed PH domain containing 1 (VEPH1), transcript variant X1, mRNA
XM_015462093.1	suppressed	VEPH1	PREDICTED: Bos taurus ventricular zone expressed PH domain containing 1 (VEPH1), transcript variant X2, mRNA
XM_015462094.1	suppressed	VEPH1	PREDICTED: Bos taurus ventricular zone expressed PH domain containing 1 (VEPH1), transcript variant X3, mRNA
XM_015462095.1	suppressed	VEPH1	PREDICTED: Bos taurus ventricular zone expressed PH domain containing 1 (VEPH1), transcript variant X4, mRNA
XM_015462096.1	suppressed	LEKR1	PREDICTED: Bos taurus leucine, glutamate and lysine rich 1 (LEKR1), transcript variant X1, mRNA
XM_015462097.1	suppressed	PLCH1	PREDICTED: Bos taurus phospholipase C eta 1 (PLCH1), transcript variant X2, mRNA
XM_015462098.1	suppressed	PLCH1	PREDICTED: Bos taurus phospholipase C eta 1 (PLCH1), transcript variant X5, mRNA
XM_015462099.1	suppressed	PLCH1	PREDICTED: Bos taurus phospholipase C eta 1 (PLCH1), transcript variant X6, mRNA
XM_015462100.1	suppressed	PLCH1	PREDICTED: Bos taurus phospholipase C eta 1 (PLCH1), transcript variant X7, mRNA
XM_015462101.1	suppressed	PLCH1	PREDICTED: Bos taurus phospholipase C eta 1 (PLCH1), transcript variant X9, mRNA
XM_015462102.1	suppressed	LOC107131228	PREDICTED: Bos taurus multiple epidermal growth factor-like domains protein 6 (LOC107131228), mRNA
XM_015462103.1	suppressed	LOC100139843	PREDICTED: Bos taurus uncharacterized LOC100139843 (LOC100139843), mRNA
XM_015462104.1	suppressed	ZBBX	PREDICTED: Bos taurus zinc finger, B-box domain containing (ZBBX), mRNA
XM_015462105.1	suppressed	LOC511229	PREDICTED: Bos taurus NACHT, LRR and PYD domains-containing protein 1a (LOC511229), mRNA
XM_015462106.1	suppressed	IQCJ	PREDICTED: Bos taurus IQ motif containing J (IQCJ), mRNA
XM_015462107.1	suppressed	LOC107132205	PREDICTED: Bos taurus vomeronasal type-2 receptor 1-like (LOC107132205), mRNA
XM_015462108.1	suppressed	ARL14	PREDICTED: Bos taurus ADP ribosylation factor like GTPase 14 (ARL14), mRNA
XM_015462109.1	suppressed	LOC101901911	PREDICTED: Bos taurus P2Y purinoceptor 2-like (LOC101901911), mRNA
XM_015462114.1	suppressed	LOC100299503	PREDICTED: Bos taurus THO complex subunit 2 (LOC100299503), transcript variant X2, mRNA
XM_015462115.1	suppressed	LOC782258	PREDICTED: Bos taurus arylacetamide deacetylase-like (LOC782258), mRNA
XM_015462116.1	suppressed	LOC104971001	PREDICTED: Bos taurus immunoglobulin superfamily member 10-like (LOC104971001), mRNA
XM_015462117.1	suppressed	ERICH6	PREDICTED: Bos taurus glutamate rich 6 (ERICH6), mRNA
XM_015462118.1	suppressed	LOC101905819	PREDICTED: Bos taurus zinc finger protein 91-like (LOC101905819), mRNA
XM_015462119.1	suppressed	ZIC4	PREDICTED: Bos taurus Zic family member 4 (ZIC4), transcript variant X2, mRNA
XM_015462120.1	suppressed	LOC100139345	PREDICTED: Bos taurus zinc finger protein 426 (LOC100139345), partial mRNA
XM_015462121.1	suppressed	LOC100847999	PREDICTED: Bos taurus translation initiation factor IF-2-like (LOC100847999), transcript variant X2, mRNA
XM_015462122.1	suppressed	LOC100847999	PREDICTED: Bos taurus translation initiation factor IF-2-like (LOC100847999), transcript variant X3, mRNA
XM_015462123.1	suppressed	LOC100847999	PREDICTED: Bos taurus translation initiation factor IF-2-like (LOC100847999), transcript variant X4, mRNA
XM_015462124.1	suppressed	LOC100847999	PREDICTED: Bos taurus translation initiation factor IF-2-like (LOC100847999), transcript variant X5, mRNA
XM_015462125.1	suppressed	LOC104968752	PREDICTED: Bos taurus uncharacterized LOC104968752 (LOC104968752), transcript variant X1, mRNA
XM_015462126.1	suppressed	LOC104968752	PREDICTED: Bos taurus uncharacterized LOC104968752 (LOC104968752), transcript variant X2, mRNA
XM_015462127.1	suppressed	ZBTB38	PREDICTED: Bos taurus zinc finger and BTB domain containing 38 (ZBTB38), transcript variant X1, mRNA
XM_015462128.1	suppressed	ZBTB38	PREDICTED: Bos taurus zinc finger and BTB domain containing 38 (ZBTB38), transcript variant X2, mRNA
XM_015462129.1	suppressed	ZBTB38	PREDICTED: Bos taurus zinc finger and BTB domain containing 38 (ZBTB38), transcript variant X3, mRNA
