	control	A485	A485+Dux	symbol
241452	-0.0	-0.0	-0.0	Dhrs9
67059	0.0014274518952175563	0.0006167943463987614	0.0008411565452380367	Ola1
17196	0.00025123241755881727	-0.0010439530302850531	-0.0003045566180754507	Mbp
19711	-0.0	-0.0	-0.0	Resp18
18187	-0.0036235619841651955	0.004795761365614488	-0.0011229602472100464	Nrp2
22276	2.2051294784968557e-05	7.896974800776597e-05	9.349720964542877e-05	Uros
16854	0.00019156705460090712	0.009081946812325187	0.009064380533003949	Lgals3
12978	0.001620338175782957	0.007205280618168172	-0.0025614949983064936	Csf1r
12482	-0.0010609126968796228	-0.0003020583802293812	-0.0007609007460678087	Ms4a1
11829	-0.0	-0.0	-0.0	Aqp4
12398	0.00786558505984863	0.005908876434452116	0.00815518011694205	Cbfa2t3
319613	0.0004319309097795154	0.0003705824684987824	0.00047709374253029836	Sybu
70310	-6.480088912882306e-05	8.976358107262598e-05	5.015822056809455e-05	Plscr3
17130	0.0	0.0	0.0	Smad6
109205	0.00041209136280185205	-0.0008942589963808861	2.6383730556696916e-05	Sobp
320508	0.0012237445377495674	0.0023722108658528625	0.002636637024494238	Cachd1
72825	-0.007659067482400399	-0.004464238299220657	-0.006970193554937752	Mon1a
109242	5.3392287320182714e-05	-0.0019715893820878407	-0.0008990630819731924	Kif24
57340	-0.0001512837317299944	-0.00024154249524283182	-0.00033929207918132403	Jph3
76025	0.0059829493752333995	0.004338256771591298	0.005077999973380372	Cant1
77609	0.0	0.0	0.0	Ccdc151
13618	0.0002798178260681599	-2.7652297086459422e-05	6.742230956486649e-05	Ednrb
321007	-0.0004958074813048788	-0.0006165683518920979	-0.0009748757902619475	Serac1
12519	0.0007388337549336054	-0.004115981088053956	-0.0004065654728854339	Cd80
59126	-0.0038947588402535893	-0.002677956473060539	0.0007351906824971631	Nek6
12845	0.0	0.0	0.0	Comp
229003	-0.0	-0.0	-0.0	Helz2
12393	-2.5494581056608163e-05	-2.4780125845217304e-05	-2.1258682786066427e-05	Runx2
14126	-0.0	-0.0	-0.0	Ms4a2
107513	-0.0005589941621113462	-0.0006714696172931274	-0.0008199457451133176	Ssr1
76491	0.005042504699827521	0.004113523113801259	0.004888087264517938	Abhd14b
69487	-0.0025046614119241624	-0.004126902403985342	-0.004590362158007232	Ndufaf5
12373	-0.0014894131045719698	-0.0008725035730285365	-0.0014316090642697342	Casq2
83429	0.0008748401157448592	0.00047670708792823803	0.0008567806318735917	Ctns
13400	-0.0004900034725070915	-0.0004566559376211446	-0.0005420433327101863	Dmpk
213435	-0.0027579850884224457	-0.0032544395742484054	-0.002500379967878775	Mylk3
217946	0.0006671679652700901	0.000266605040727411	0.000561025204732244	Cdca7l
51801	0.00010244040966335264	0.00017747668374788384	-0.00011067648806917777	Ramp1
16574	-8.442030875458294e-05	0.00011022391119359027	4.806440162618488e-06	Kif5c
225997	0.0013036472176979244	0.0002957953219360763	0.0010526964300206728	Trpm6
67425	-0.0	-0.0	-0.0	Eps8l1
69066	-2.7701939983856036e-05	-3.9179356965948864e-05	-4.585041027524534e-05	1810010H24Rik
64293	-0.002325864063825491	-0.0007524745285983878	-0.001626158851427562	Stk32b
76044	6.073368056763124e-06	3.875187161291594e-05	1.775734212871279e-05	Ncapg2
12390	0.0	0.0	0.0	Cav2
338362	0.003839762546287938	0.00045237059944593	0.002008859203267539	Ust
76917	-0.0062311712380450504	-0.006578227071804012	-0.00816607248614638	Flywch2
54672	-0.0	-0.0	-0.0	Adgrg3
279561	0.0011000260903033493	0.0004521198584733713	0.0003358270435872405	Wnk3
68067	-0.0009640358053424738	-0.003038153116693286	-0.0011265821787572199	Mrnip
71690	0.0	0.0	0.0	Esm1
242702	-0.0	-0.0	-0.0	Myom3
70099	-0.008593603384574803	-0.010170522138556974	-0.01138774180529203	Smc4
15932	-0.0009224467912214082	0.0012982809197038658	-0.0005024810833842694	Idua
224661	0.0026860427399017835	0.001407278059256227	0.0023875577970568604	Slc26a8
83453	0.004136184766751604	0.010477513373557611	0.005393391642970007	Chrdl1
15200	0.0005884967850062951	-0.006118363814778903	-0.003912778974783299	Hbegf
20680	-0.0	-0.0	-0.0	Sox7
107351	-1.211392369379333e-06	1.4032334559775299e-05	1.7392587077848746e-05	Kank1
20964	-0.0	-0.0	-0.0	Syn1
241568	-0.0	-0.0	-0.0	Lrrc4c
217341	0.0	0.0	0.0	Qrich2
103988	-0.0	-0.0	-0.0	Gck
320139	-0.0010940018094438687	-0.0013707306348275333	0.0006928416010389498	Ptpn7
380785	0.0	0.0	0.0	Begain
353242	-1.0065747554536169e-07	1.3080030184460632e-07	-7.4195800814161374e-09	Mrpl21
622434	-0.0008172727518622757	-0.0008239422086199231	-0.0014542947405047095	Arhgef26
235534	0.0003864247546367422	0.00025519345719017094	0.0008908294411325571	Pxylp1
73668	0.005802730247946904	-0.0008037625198408137	0.00468266658588749	Ttc21b
18510	-0.0	-0.0	-0.0	Pax8
227094	-0.003584323166675687	-0.004905651609505203	-0.006045153062467812	Nemp2
20540	0.0029160310540765604	0.0004754496313819321	0.0067133721232164045	Slc7a7
116838	-0.004236015937463597	-0.00316491260420382	-0.007201549386170645	Rims2
14400	0.0	0.0	0.0	Gabrb1
268395	-0.00011512873812597924	-8.968543659099379e-05	-0.0003488295412881972	Mpg
230784	0.004151846281338312	0.002871425814065528	0.004976398852943611	Sesn2
218440	-0.00021842252704102363	-0.002611124644884923	-0.0010917516987395599	Ankrd34b
26922	0.003425999313930673	0.0037402192416855517	0.00535470067334554	Mecr
11688	-0.00029362054758935003	1.010293344418282e-05	-0.0012420110031730288	Alox8
26912	0.0018856388673421638	0.0012978970912069377	0.0012990507047141821	Gcat
211550	0.0	0.0	0.0	Tifa
18553	-0.005148907703501911	-0.0024509001556447117	-0.003702399632360367	Pcsk6
75690	0.00045240770861551636	-0.0010119406792145646	-0.0013920594042043505	Vsig10l
215798	0.0016736268311740095	0.00048560689475809815	0.002149376477744471	Adgrg6
22229	-0.0	-0.0	-0.0	Ucp3
384061	0.00016940010100622966	-0.0006146703618058145	0.004542757928145252	Fndc5
110902	-0.0	-0.0	-0.0	Chrna2
237831	0.0	0.0	0.0	Slc13a5
330409	-0.00020269500881074656	6.371624505127754e-05	-0.00018851440138037406	Cecr2
16456	0.005860538146838926	0.0067191889077844935	0.008112714040941004	F11r
18190	5.545797522018177e-05	6.509076754706225e-05	4.776810052961393e-06	Nrxn2
109272	0.0007981389432828193	0.0013356765327230096	0.0009999478741747668	Mybpc1
14760	0.00029881780746012117	0.0008051898390264492	0.0013750825507935376	Gpr19
57265	0.0007843742563090331	0.00015251850031457444	0.0025438770133130737	Fzd2
72486	-0.004599876740104885	-0.006093645235237662	-0.005076211837245645	Obi1
20528	-0.0022104997524995617	-0.0028186305596774076	-0.00224582866817529	Slc2a4
319582	-0.0015669445129225515	-0.0005167113560065547	-0.0013343007373541199	Trmt9b
56419	0.00016412489914896172	0.00025926510195592857	0.000252058556700075	Diaph3
16426	0.0	0.0	0.0	Itih3
70061	0.0	0.0	0.0	Sdr9c7
192976	0.0001620707670397844	0.00020945528462433855	0.000365083702620302	Lrrc75a
67603	-0.0001393729921264171	0.000402506173940313	0.000429260193760456	Dusp6
245049	-0.0018991336666979307	-0.002240540789464833	-0.002585377358158936	Myrip
71279	-0.000310873545137076	-4.7998104217622606e-05	-0.00014213007618225264	Slc29a3
74770	0.0	0.0	0.0	Hhatl
12350	-0.0	-0.0	-0.0	Car3
19258	-1.9483166636470023e-05	-1.2941647073715656e-05	-1.3202322683721401e-05	Ptpn4
19153	-0.0	-0.0	-0.0	Prx
14802	0.001241488478029632	0.0005563592847117745	0.001406654573651501	Gria4
11687	0.0	0.0	0.0	Alox15
26556	-6.97695392750592e-05	-0.001038114188045232	-0.00010536785440479085	Homer1
16971	-0.0012460979893075673	-0.0012457523318765433	-0.0021996089332260477	Lrp1
216527	-0.0006553866569714308	-0.00023218273957054868	-0.00029204291753192506	Ccm2
13074	0.0	0.0	0.0	Cyp17a1
68728	0.002173551885000872	0.0003010905975966591	0.0009044474520725486	Trp53inp2
26939	-0.0032641320272676585	-0.003071905182716094	-0.0031003572434004836	Polr3e
22031	-0.0009173467949123095	0.002050244635267709	0.005301453745594947	Traf3
12140	0.0004930851045484754	0.0003178756146786811	0.00028927707740636474	Fabp7
63828	0.0	0.0	0.0	Fn3k
213484	0.0013381453560337897	-0.0012530950372717363	-0.00029504818524409893	Nudt18
71461	-0.0	-0.0	-0.0	Ptk7
207911	0.0	0.0	0.0	Mchr1
384569	-0.0	-0.0	-0.0	Nova2
69903	-0.0	-0.0	-0.0	Rasip1
546336	-3.3701230578452566e-05	1.3379683521797254e-05	-2.2701326072725104e-05	Prrg1
17930	-0.0001420697459590303	0.00028224354064594636	-5.134036891717807e-05	Myom2
381175	0.0016277847222655683	0.0002563469793050555	0.0013509112999726108	Ccdc68
22268	-0.0	-0.0	-0.0	Upk1b
54366	0.0027428920771399357	-0.0008172326741524796	0.0005187641577585962	Ctnnal1
14281	-0.0007413485298083567	-0.0002722440657434125	-0.00038541952576491513	Fos
207521	-0.0017284029084131602	-0.0019644122975047956	-0.002165844374447891	Dtx4
69215	-0.004390303232017803	-0.005272276805778954	-0.012077004259252245	Sat2
16526	6.960089372195751e-05	8.942077963319312e-05	-8.526304029033036e-06	Kcnk2
66999	0.0019749946918688264	0.0011191523294644136	0.001348386736579927	Med28
210530	0.0	0.0	0.0	P3h2
208213	-0.0007450682385336286	-0.0003340743443370537	0.00018610539300029647	Tmem132c
14115	-0.0	-0.0	-0.0	Fbln2
243362	0.00017728965552469653	0.0001982819281290026	0.00018243733090308987	Stard13
665113	-0.0011896534868963264	-0.00021746350986179543	-0.001103145710979666	Tnik
12143	0.0	0.0	0.0	Blk
14062	0.0008381947583553815	0.002103016235881593	0.001837531782738327	F2r
54420	0.00018745410732470003	0.00023519984443769296	0.00024196811477014828	Cldn8
14536	0.0005235710722693057	-0.001125497051008095	0.0005490414784074171	Nr6a1
26415	0.00029872350073311955	7.976435445841741e-05	0.0004559340342946489	Mapk13
93761	-0.0023817877149309758	0.0030704349100075545	-0.0011668083181638304	Smarca1
241230	-0.00027335105754753625	1.6092768720764033e-05	-0.0003992655206528764	St8sia6
17427	0.0011968016612843987	0.004440738721612285	0.004183688513995108	Mns1
231147	0.0	0.0	0.0	Sh3tc1
14128	-0.0	-0.0	-0.0	Fcer2a
239319	0.0001124796718182361	-0.00013984378520436465	1.1532913074182444e-05	Card6
109594	0.0028840501171189387	-8.522137433669615e-05	0.0010342229392545882	Lmo1
110784	0.0	0.0	0.0	Nr3c2
107448	-0.0010045629322284473	-0.0032041123395988944	-0.0027338073487454357	Unc5a
67238	0.0019962640887949967	0.0016637714400419491	0.0014124560963544282	Fam220a
54126	0.0002961907563279141	0.00015301219366179293	0.00022038565283489714	Arhgef7
18602	0.0006805235702183059	0.00022649812055686465	9.577446684323965e-05	Padi4
15213	-0.0004880832075446416	0.00011201116867413612	0.00017672209264316013	Hey1
17916	0.0	0.0	0.0	Myo1f
19039	-0.0	-0.0	-0.0	Lgals3bp
327954	1.138312499914791e-05	7.90272661981659e-06	9.380478149640123e-06	Dnah2
320662	0.0008491736206184227	0.0005594982931575401	0.0007545114890141365	Casc1
170799	-0.0025552273996690814	-0.00037460076677538456	-0.0007499805371891697	Rtkn2
21987	-0.002310524437562776	-0.0011541390057150463	-0.0017072308088897687	Tpd52l1
56513	0.0001419228239210697	0.0007126963353965211	0.00020537513441339872	Pard6a
170737	-0.00390915974761482	-0.0006844657406774915	-0.003595015158326914	Znrf1
22062	-5.3292432630845784e-05	-6.007354678661232e-05	-4.5345229262849076e-05	Trp73
16826	0.0033184024211695548	0.00115516911818573	0.0028216457641875694	Ldb2
67848	0.010153186903033008	0.00413248208571617	0.005385474206074245	Ddx55
14026	0.0018063297877055013	0.0005209419930939254	0.0008877444902839313	Evl
56631	-0.0	-0.0	-0.0	Trim17
68567	1.3050478229450332e-05	0.0003484470217466717	3.382001522711832e-05	Cgref1
272428	0.0	0.0	0.0	Acsm5
93840	-0.00486174284333436	-0.006702432771414331	0.002774109023345136	Vangl2
69590	-0.0	-0.0	-0.0	Gpx8
100061	-0.007031529576925628	-0.0005672547298121419	-7.746398264780078e-05	Lrrc19
20525	0.001144957799818037	0.000932558307533967	0.0009726081785225582	Slc2a1
20216	-0.0018431447647411035	-0.0008245888256952885	-4.736423800905209e-05	Acsm3
114606	0.0021261668364877763	0.0013167138023278218	0.001845143193672727	Tle6
329502	-0.0005734558434540238	-0.000881936520506493	-0.003441289301110724	Pla2g4e
226255	0.00148009323889659	-0.0028405834959403476	0.005879649176675288	Atrnl1
108699	-0.01329010361034672	-0.00499120073202018	-0.010047773238663807	Chn1
240667	0.0	0.0	0.0	Sec31b
217154	0.003883799639433866	0.005515799199652121	0.007312057592022861	Stac2
338365	-1.3957004697010002e-06	-0.0028974750702332424	-0.0002232297497997646	Slc41a2
52276	0.00010621960122784153	0.0017933854155230472	0.0003254502109411505	Cdca8
13602	0.0	0.0	0.0	Sparcl1
15572	-0.0	-0.0	-0.0	Elavl4
71819	-8.174615164230539e-05	-1.2885200133230419e-05	-1.503123118628072e-05	Kif23
16400	0.0009157506028107873	-0.0015026989585164453	-0.000850372187593129	Itga3
228357	-6.0843567534534445e-06	0.00010898927807615457	-6.690138055541112e-05	Lrp4
68440	-0.0007346032509185239	-0.00038331244394066035	-0.001322878454695324	Dusp23
12818	0.0038744083772134226	0.0011826852433949081	0.012148621302702722	Col14a1
14961	-5.8596080532581315e-05	-0.0017072600232151478	-0.0018658967063479976	H2-Ab1
272347	0.002012431683924431	-0.0004470622704563902	0.0001526604491259192	Zfp398
23876	-0.0015002330015878654	-0.00032587118272208506	-0.000963786320047997	Fbln5
15273	0.004891354403869193	0.003007030354072538	0.0038749591946140166	Hivep2
18762	0.005559520805516212	0.0033495109042815177	0.006726826294786987	Prkcz
11932	-0.01062301040864173	-0.013282633459171179	-0.01686326249963795	Atp1b2
217203	0.0001978756508543764	-0.0007942791787206628	-0.00017861049846377189	Tmem106a
12227	-0.002365177075535962	-0.00036937675263393953	-0.00046504046263211426	Btg2
57443	0.0005516012273400155	0.00029614793589341346	0.0005341630556978888	Fbxo3
236900	-0.0030338892283413785	0.00011948120081755176	-0.0007252769587279416	Pdk3
23893	0.0	0.0	0.0	Grem2
330171	-0.008095915521736023	-0.007934112600568916	-0.0066601525791149955	Kctd10
67272	-0.0	-0.0	-0.0	Cmtm5
14205	0.0	0.0	0.0	Vegfd
20650	2.243259971251021e-05	8.05557378244977e-07	4.534343715199297e-06	Sntb2
218461	0.0011926306699675073	0.0002618735783553214	0.0007699584554521644	Pde8b
18596	0.0	0.0	0.0	Pdgfrb
226999	-0.0	-0.0	-0.0	Slc9a2
78619	-0.00012627669246948316	0.0005000911470716962	0.0011604161495479028	Zfp449
20515	-0.0020254903384185944	0.00038345187452673015	-0.0010539576663284036	Slc20a1
17897	-0.0019349758532407164	-0.0014474039476794376	-0.0025746550773405397	Myl3
241770	-0.0	-0.0	-0.0	Rims4
20509	-0.00034025143431431267	-0.00010681183457973475	-0.0001936707887897168	Slc19a1
22228	-0.0014898983233926594	-0.002384671802081805	-0.002639995012796221	Ucp2
20500	-0.006363346796886729	-0.0031078682195734347	-0.006730801778993653	Slc13a2
23959	-0.0	-0.0	-0.0	Nt5e
20354	-0.00154893716045713	-0.0004946359007972259	-0.001663574152987303	Sema4d
13170	-0.0006220902971019135	-0.0007013042427451358	-0.0018243997176368317	Dbp
12481	0.0	0.0	0.0	Cd2
233199	0.0	0.0	0.0	Mybpc2
237353	0.0011163361331389622	0.0009253665529114825	0.001162203147433875	Sh3rf3
382045	-0.0011533289425612724	-0.001843847988174744	-0.0022048522131421656	Adgrg5
50794	-0.00400834323801737	-6.045895960429482e-05	-0.0006024213858999515	Klf13
56720	0.0028916344209142034	0.0020123646594429044	0.003302886798793969	Tdo2
19659	0.00099820687958604	-0.0012054207179797536	-0.0013724832101037537	Rbp1
102774	0.0003123815162420942	0.0009317883161242826	-0.0006560966426722699	Bbs4
213417	0.0	0.0	0.0	Klhdc8a
98256	-0.001549852843317664	-0.002685886116634366	3.0484984526452573e-05	Kmo
243983	0.001009954610180721	0.001011205414975492	0.0010686774242000114	Zdhhc13
225913	0.0019019179553902011	0.0004044004451503913	0.0010582639598473577	Tkfc
20564	0.0	0.0	0.0	Slit3
12494	-0.0001504619699491078	-0.0010414047596633918	-0.0006153466773654117	Cd38
12683	0.00016607018868100977	0.00327283686971133	0.002082483423207575	Cidea
16979	-0.0	-0.0	-0.0	Lrrn1
22640	-0.0006937132788213671	-0.00032929932814127513	-0.0006743580027342285	Zfp1
22393	-0.001866103296458998	-0.0015618521049738953	-0.0011238980967392257	Wfs1
114644	0.0	0.0	0.0	Slc13a3
27371	0.0	0.0	0.0	Sh2d2a
80837	-0.0	-0.0	-0.0	Rhoj
16007	-0.0005129420684137106	0.00037945434417066635	-0.0029704782930031807	Ccn1
329650	0.0002518734599107304	0.00016632439795256646	0.00013834253069028003	Med12l
634731	-0.0002758386626559035	-0.0002630322535503095	-5.534232742837692e-05	Susd1
231004	-0.0	-0.0	-0.0	Samd11
319266	-0.00015949803073690312	0.0013722433531697341	-0.0009724510492248973	A130010J15Rik
26949	-5.9698837386330236e-05	-0.002956331096482677	-0.0005607781492914896	Vat1
216739	-0.00026934287371340815	-0.00012076070855181958	0.00033627710061705045	Acsl6
21922	-0.0	-0.0	-0.0	Clec3b
76267	-0.0029176644597720615	-0.0023097147034832595	-0.0075804125146445465	Fads1
231712	0.005146393678984571	0.00756912740224889	0.005407618774203532	Trafd1
12023	-0.005045968420540453	-0.00569218939982847	-0.005525748559350338	Barx2
74761	0.00036347066034320364	0.0005245759522212883	-0.0005302891210715526	Mxra8
14125	0.0	0.0	0.0	Fcer1a
17260	0.0	0.0	0.0	Mef2c
223272	0.0002446682618455045	0.0002582837933681002	0.00021857421214832964	Itgbl1
75593	-0.000947849030253509	-0.000498236133613656	4.969927553057974e-05	Malsu1
23969	0.00026785312885814765	0.00010042715599226754	0.00018406359964687956	Pacsin1
66416	-0.005733692712058061	-0.0013860817529682834	-0.005874755707163583	Ndufa7
50997	-0.0	-0.0	-0.0	Mpp2
66083	0.002061299752409942	0.0007281710347784088	0.0016158524521407032	Setd6
103967	-0.0007719805400725787	-0.00024314811121677727	-0.0009059472508754808	Dnm3
17219	0.00286532896110334	-0.0009229460676614394	0.0012505547114055773	Mcm6
381217	0.001295783480889043	-0.0009599708050127683	0.0007731697581887266	Fam189a2
19338	-0.0002667085063608714	0.00017726942961809815	0.00016967689121412724	Rab33b
241226	0.002225861721243201	0.0005884028471364299	0.0018938763465607123	Itga8
19126	0.00010796392289524262	-3.93443630340309e-05	0.00011336030460182377	Prom1
20533	0.0	0.0	0.0	Slc4a1
19099	-0.0006844507092006447	-0.0008442969946397388	-0.0002200920203784012	Mapk8ip1
19342	0.0020821749921931306	0.0016853558311025532	0.002559148109035679	Rab4b
107508	4.594671874610397e-05	4.6069031186567335e-05	-4.971267365685714e-07	Eprs
72925	-0.0	-0.0	-0.0	Marchf1
71099	0.0	0.0	0.0	Tssk4
19220	-0.0025749418514071664	-0.0008587448718731497	-0.002261433185052623	Ptgfr
228785	-0.0	-0.0	-0.0	Mylk2
66169	-0.005560410125666141	-0.0012352604620413793	-0.005792585897866404	Tomm7
319974	0.008881774853610464	0.0014949847534210376	0.006208417651793796	Auts2
16197	0.0	0.0	0.0	Il7r
216350	0.00045657051637426653	0.002058166438658068	0.0015742703110292512	Tspan8
16491	0.0	0.0	0.0	Kcna3
106042	-0.0008958475247335151	0.0003254730621501995	0.00013795754185998624	Prickle1
12830	0.0026822324427205383	0.003346165802399985	0.007240739269148549	Col4a5
100978	-0.0015481826382985897	-0.002026844841617055	-0.001791191727807434	Nfxl1
208768	0.0013589641726815935	-0.00018353052228362065	0.0006694649610872232	Sde2
73836	3.207400772877374e-05	-0.00013989998088171436	2.3252012137361202e-05	Slc35b2
78749	0.005409528047220393	0.005064497782769535	0.003503947501989218	Filip1l
70551	-0.00026807810498299863	-0.00013912051477264653	-0.00030697144529139584	Tmtc4
16402	0.0	0.0	0.0	Itga5
140721	0.0001816435978121269	0.0003741040391665967	7.901111152591159e-05	Caskin2
16511	0.0	0.0	0.0	Kcnh2
59083	-0.005212563806516346	-0.001184738175476131	-0.004988772721124682	Fetub
237711	-0.004635933697022646	-0.004120619599174693	-0.004550311882365215	Eml6
56496	-0.0012577366653757857	0.0009300678353327053	0.00021004240421158246	Tspan6
23871	0.0023861227000650815	5.3238832235961306e-05	0.0012806169632693014	Ets1
245020	-0.0004351064949957757	-5.262004657023123e-05	-0.0003326524578739232	Slc35g2
330189	0.001642308821421652	-0.0037732533888630918	-0.0002965683155691868	Tmem120b
11450	-0.0	-0.0	-0.0	Adipoq
19696	0.0029395128620836107	0.0011705635721372864	0.002360707604497139	Rel
246048	0.0006793472944023589	0.0017183013558985597	0.0007941269175056652	Chodl
15902	0.001305703917541814	-0.0006177631230305452	0.0003958796279070083	Id2
240058	-0.0005831183640659396	-0.0008142847027061362	-0.0004929119142267635	Cpne5
56644	0.0	0.0	0.0	Clec7a
140488	0.0012003600653234929	-0.0011498015765520461	8.268994445171868e-05	Igf2bp3
67755	-0.003513954660891862	-2.625575272017609e-05	-0.0026488504443989763	Ddx47
72151	2.6546990993936417e-05	5.422335542912302e-06	1.1734116250181802e-05	Rfc5
23928	0.0012568316559773039	0.0002654745884604087	0.0006910484890941261	Lamc3
76217	-0.00040120558396288496	-0.0007044493627026183	-0.00017152791870576244	Jakmip2
13824	0.0011083270358663965	2.5686445130707614e-05	0.000569232714422365	Epb41l4a
66526	-0.00021526752729719655	-0.0002979680382182345	-0.00033323808496617545	Tceanc2
81006	0.003096746275308758	0.00260674317757481	0.003679350941779306	Gpr63
17883	-0.0011446569752486281	0.0036958741501956303	0.0014555215745239854	Myh3
70423	0.0003183903625811407	-0.0003141333794953299	-9.574113024522822e-05	Tspan15
229658	-0.0008217049425766752	-0.002829981620742828	0.0003024041896426123	Vangl1
16776	-0.0024018272943669167	-0.0012093295888631506	-0.0009646306830946918	Lama5
217935	0.005015515202010863	0.004027388502388651	0.003491972653664749	Wdr60
226777	0.00031352678018881466	0.00022963850109483116	0.0003141630029645357	C130074G19Rik
12477	-0.0005551498205785107	-0.0018740775279117699	-0.00035861520537636127	Ctla4
75641	-0.0	-0.0	-0.0	1700029I15Rik
15212	0.006979950778895408	0.007098595183341551	0.01072365570124614	Hexb
14163	0.0004459279297896979	0.00014855347524848263	0.00044039293690625154	Fgd1
230721	-0.00046986106652956747	0.0005237785788692098	-0.0003847620347006895	Pabpc4
228550	-0.0	-0.0	-0.0	Itpka
17313	-0.0	-0.0	-0.0	Mgp
327957	0.0003241497617310377	0.0007058673991184613	5.664007199690874e-06	Scimp
17874	7.161188956155257e-05	0.00010211605469055494	-8.810752082333711e-05	Myd88
71876	0.0009681660376639203	0.0008727381070871213	0.0007418494265040727	Cenpu
75590	-0.00011815046190911179	-0.0016558482225242008	-0.00241039295809072	Dusp9
14268	1.7101053135020842e-05	-0.0002469099261967771	1.4173095525771607e-05	Fn1
50915	-0.005652976458679401	-0.00171908577130352	-0.008389136594157118	Grb14
21924	0.0	0.0	0.0	Tnnc1
14612	0.003018986058545407	0.002849651060471696	0.002647076776618434	Gja4
13823	-0.0007784010170565617	0.0003352524220668279	-0.0006125484325539029	Epb41l3
240913	-0.0007346381817914786	-0.00048420578599749135	-0.0012237917969295767	Adamts4
20692	-0.004458093507075695	-0.006270508013435587	-0.0023505506068705767	Sparc
66446	-0.00017886807177311466	0.001638745429120046	0.0005230684687383223	Exosc7
12162	-0.0025503830698784618	-0.00041409988370324005	-0.0012559607766320273	Bmp7
56471	-0.0	-0.0	-0.0	Stmn4
24131	0.0	0.0	0.0	Ldb3
70008	0.00021592948380973407	0.0004213170617107783	0.0013161406996015773	Ace2
56279	-7.269481485091666e-05	0.0006185613133952194	0.0015491523331544294	Dipk1b
243616	-0.0	-0.0	-0.0	Slc6a11
67758	-0.0012589927626850995	-0.0009406344994231795	-0.0011955139144475301	Aadac
74393	-0.005018702812429582	0.0003827145867290783	-0.00034344011136405473	Map10
268297	0.0014760531793320114	-0.0006865510649855476	0.0023369112270008536	Scml4
16497	0.00029045649648221875	0.0008149990182724335	-0.000868434954491422	Kcnab1
13040	0.008089426037267967	0.008569729228051774	0.005130299949805971	Ctss
12795	-0.0005678139155758761	-0.0004517219670652026	-0.0009188842630961831	Plk3
80286	-0.0	-0.0	-0.0	Tusc3
216616	-0.007153983262891125	-0.013765876437626352	-0.003332084404544649	Efemp1
14758	-0.0013513242166958285	-0.00011756908214870961	-0.00025962451556291096	Gpm6b
20613	-0.002174857304360712	-0.0013523269213944486	-0.003703257420395405	Snai1
93888	-0.0033025184890953657	-0.0019551170370203765	-0.005573517465103789	Pcdhb17
15284	0.0	0.0	0.0	Hlx
20516	-0.00012798064486838165	-0.0003703175403896644	-0.00040804855671605194	Slc20a2
13631	-0.004324009419930408	-0.0036249425568040516	-0.004109825355600919	Eef2k
19739	0.0010320589387153164	0.0004943236488129403	0.0012508533217746296	Rgs9
27409	-0.0	-0.0	-0.0	Abcg5
225341	-0.0	-0.0	-0.0	Lims2
23805	0.011657017668297255	0.0026910488081146834	0.009536634409230237	Apc2
70546	-0.0009145822294041052	-0.0004795993429808745	0.0004588789940569787	Zdhhc2
11746	-0.00021227516884562688	4.422040951137417e-06	-0.00034564566010367805	Anxa4
101772	0.0	0.0	0.0	Ano1
14221	0.0006629784861760929	0.0003507304973793652	0.0007262537382454471	Fjx1
16431	0.001173264526358371	-0.003559350389648809	0.0011072549373693096	Itm2a
21356	-0.004703942128087913	-0.0021523138850286826	-0.0013624340277585121	Tapbp
67211	0.0015995398326394178	0.0011328312571409242	0.0016494726980614768	Armc10
64918	0.008499755333863516	0.00901517092180104	0.012511978712998358	Bhmt2
67963	0.0033741568872118254	0.0010806011412120547	0.0037913328630216907	Npc2
78134	0.001102675118361651	-0.0015139172775977372	0.0034134259957263103	Lpar4
66824	-0.0004580320702290686	-0.00046670415586435253	-0.0003979591815395059	Pycard
14313	-0.00016573014226633435	-0.0032317359389510384	-0.0004030786119743159	Fst
18667	0.0	0.0	0.0	Pgr
13032	-0.004273794572783877	-0.00633711665862716	-0.0069395229278840535	Ctsc
211228	-0.000140818482665979	-0.00029984934992916256	0.0003502869079888865	Lrrc25
18415	0.002124255987077103	5.177755892648294e-05	0.001672443269155257	Hspa4l
72349	0.0	0.0	0.0	Dusp3
100705	0.00010757562303107504	-0.004760514593679285	-0.0015290585231932721	Acacb
233246	-0.0	-0.0	-0.0	Ano5
22042	-0.0017818956561490198	-0.0015196572833711035	-0.002282794936904942	Tfrc
12826	0.0108014227326749	-0.003209912774455276	0.004516325392557596	Col4a1
226861	0.00021941321455895102	0.000200134716369232	0.00024366883092589902	Hhat
225266	0.0034952684336591283	0.00724983559571904	0.004378420148002067	Klhl14
207565	-0.0021189641025919684	-0.0019078194298864633	-0.0019810293827998756	Camkk2
19275	0.0012877533331077148	-4.286081435463692e-05	-0.0005633165762749869	Ptprn
67178	-0.001138369967087212	-0.0003933583234549551	-0.00130418622507192	Zmat5
68846	-0.0	-0.0	-0.0	Rnf208
11459	-0.00021606608050477667	0.0004941149461445409	-0.0010019312151251505	Acta1
110075	-0.0015063298839098176	-0.0013605840179773002	-0.0027434166871796975	Bmp3
12822	0.0	0.0	0.0	Col18a1
21334	-0.0037505113399977463	-0.0028232550787602737	-0.0030125629869482856	Tac2
232946	0.0016616639054287607	0.0034519259948324645	-0.0010850656682061589	Bloc1s3
17880	0.006438794715951725	0.007244526223359993	0.007196837374634655	Myh11
