	control	A485	A485+Dux	symbol
18654	-0.0	-0.0	-0.0	Pgf
14917	-0.0016820845834922193	3.124237599229176e-05	-0.0018109670523359515	Gucy2c
50528	0.0	0.0	0.0	Tmprss2
171285	0.0037463806812660827	0.007502343661083353	0.007073349277900438	Havcr2
19225	-0.0010769131147631064	-0.0006619836010726286	-0.00019062052872656485	Ptgs2
97440	0.0	0.0	0.0	B3gnt9
14369	0.00142882531319461	0.0011505102822895127	0.001915071619707845	Fzd7
237387	0.00038561194293442797	0.0004109941782497335	0.00014068517035153885	Lrrc3
66464	0.0047531004337134	0.003687744874412995	0.003261995455898368	Taf12
12287	-0.000221049927149582	-0.00036836094683440193	0.0005185755821886943	Cacna1b
242050	-0.0	-0.0	-0.0	Igsf10
22151	-0.003090322392693289	0.00018731704376814557	-0.0009634072983858529	Tubb2a
212032	-0.0	-0.0	-0.0	Hk3
244895	-0.0010210277581208219	0.0006706939686743437	-0.00029642736538413716	Peak1
19703	0.0024694913994145772	0.0028491746356991924	0.0039054783732719364	Renbp
64103	0.0	0.0	0.0	Tnmd
665563	-0.0005668473657991886	-0.002239348968632504	-0.0008027815949383908	Mthfd2l
234593	0.00011212512418986438	8.217075912737997e-05	0.0001381173020274941	Ndrg4
171282	-3.320990524925377e-05	0.0001046878296562775	-0.00011634384690468387	Acot4
105171	0.00044850043381694505	-0.00042881569008281195	-0.0002623209484210869	Arrdc3
268780	0.000617432173752675	0.0006356624959055145	0.0004630580679454159	Egflam
18985	0.001787345812890621	0.003876363208004097	0.008313769016595352	Pou2af1
13048	-1.1525142028036556e-05	-8.959879290716413e-05	-0.00012178168490135616	Cux2
106389	2.5820158109972855e-05	2.4751124178412315e-05	1.5505271735452138e-05	Eaf2
17926	-0.0	-0.0	-0.0	Myoc
387314	-0.0016997436119960399	-2.380074366868686e-05	-0.0008919678858884215	Tmtc1
72042	0.0008286873776224939	-0.0018204734372091272	-2.4306107090472646e-05	Cotl1
171469	-0.0	-0.0	-0.0	Gpr37l1
20532	0.0003128941643009851	0.00020213023993130162	8.427365113727035e-05	Slc3a1
58226	-0.0019544810019739576	-0.0003336051764750337	-0.0012376041368848654	Cacna1h
232976	0.0017062386602837135	-0.0005125141785118254	0.0013728783803222092	Zfp574
58176	-0.0	-0.0	-0.0	Rhbg
212547	-0.005934113863835524	-0.0046064417263888165	-0.008066761560467928	Nepro
27280	0.0	0.0	0.0	Phlda3
17350	0.0010618190507743364	0.0011676533586652137	-0.00013428787544431998	Mlh1
107227	-0.004310673113235186	-0.011231966711775225	-0.006051153266407287	Macrod1
16420	0.00016885341570233663	0.00016959322065182646	0.00038460802031457466	Itgb6
66953	-5.5398019846446854e-05	-0.00037869098069362016	0.00012386392450329718	Cdca7
104816	0.001498974133984258	0.00019675210221904612	-9.13718750355557e-05	Aspg
52906	-0.0004850266636583388	-0.0005511585433466996	-0.002012239104975116	Ahi1
17005	-0.0	-0.0	-0.0	Ltk
72690	0.0	0.0	0.0	Grrp1
68428	-0.0	-0.0	-0.0	Steap3
13809	-0.0016567378781808908	-0.0016992022081464212	-0.002762595212917185	Enpep
20537	-0.0	-0.0	-0.0	Slc5a1
319991	0.00026394429354438125	0.00018579544382296237	0.0002327438339240578	Kif6
240354	0.0020420644380498153	0.0034591499210245443	0.0008576894764051469	Malt1
12796	-0.0	-0.0	-0.0	Camp
15490	-0.0009625786161244399	-0.0007995759102323103	-0.0008544074855733663	Hsd17b7
17921	-8.528289874202831e-05	-3.9440978575207935e-05	-9.327123635550862e-05	Myo7a
13654	-0.0	-0.0	-0.0	Egr2
74194	0.0030217495686140176	-0.0014555386263079627	-0.0013891766639240624	Rnd3
