entrez_id	symbol	clock_coefficient	P1_log2FC_control_L2C_vs_E2C	P1_dynamic_gene_class	P1_contribution_control	P1_contribution_A485	P1_contribution_A485_DUX	P3_contribution_control	P3_contribution_Brg1_matKO	P3_log2FC_control_L2C_vs_E2C
233744	Spon1	0.003880022442686	-0.8350763654438494	neither	-0.0014765442536565	0.0001626146656244	-0.001531716341593	-0.0015385445727572	-0.0010870797699556	-0.8332710324612866
104156	Etv5	-0.0016290618157138	2.2995652810645746	neither	-0.0014751651481749	-0.0010703585502595	-0.0015357872718517	-0.0015133845165615	-0.0006488607822032	2.8871042464232244
28113	Tinf2	0.0062141185799648	-0.5483209286959905	neither	-0.0014576844206002	0.000531774309165	-0.0014387635141497	0.0001197250631297	-0.0002601278242908	0.2801225080477868
83771	Tas1r3	-0.0024000069164409	0.9023805062701684	neither	-0.0014571877217824	0.0004082394748466	-0.0017317975995313	-0.0017775295598708	-0.000408909743461	1.829205195824308
72568	Lin9	-0.0061228006380014	0.8132923580702923	neither	-0.0014427037804984	0.000930830931547	-0.0004652157352713	-0.000841910912301	-0.0013572156306887	0.655896634379405
320696	Ccdc158	0.0025394491662286	-1.348879732773279	neither	-0.0014295045253862	0.0008076323319099	-0.0001309236486114	-0.0017075307532196	-0.0018125520595337	-1.5766046379691172
19273	Ptpru	0.0040220338596236	-0.2971852037615446	neither	-0.0014153870948106	0.0005156190590433	-0.0007829746567545	-0.00014184275742	-0.0009223178591509	0.1394681374738294
432530	Adcy1	0.0021488379541261	-1.1613353783240066	neither	-0.0014108575034423	-0.00125908589357	-0.0013632643466843	-0.0004108153381767	-0.001040307333496	-0.0827966640243743
239188	Enox1	0.001352263201315	-2.752652825329034	neither	-0.0014077874522347	-0.0009492226598048	-0.001206446264586	-0.0006816213514223	-0.0004945787735401	-1.2356422541234928
19204	Ptafr	-0.0025940996562887	0.8960227764685017	neither	-0.0013919937344985	-0.0004104903455448	-0.0003847271273549	-0.0005416483372308	-1.7046898034399183e-05	0.5263157549048502
22378	Wbp2	0.0046479549845692	-0.7071177842391718	neither	-0.0013850822955301	0.0013415545275653	-0.0008476297288957	-0.0010314658955217	-0.0009911880077856	-0.4102284934433371
77056	Tmco4	-0.003772383063813	0.9284886300075368	neither	-0.0013773934374063	0.0012809266225834	-0.0018597029955441	0.0005008250638769	0.0006025046982305	-0.0886556857651951
72404	Wdr44	-0.0012370145425532	3.1781621219571536	neither	-0.0013734452396837	-0.0015943773506006	-0.0018460623036413	-0.0013587086035076	-0.0007959133016847	3.3729736170672777
66421	2410004B18Rik	-0.0050192475774366	0.91335056106712	neither	-0.0013669768364595	-0.0003636200372815	-0.0005703635813879	-0.0014909458102438	-0.0007338748923546	1.135491728400412
14758	Gpm6b	-0.0033212227001742	0.1841943335454051	neither	-0.0013513242166958	-0.0001175690821487	-0.0002596245155629	-0.0	-0.0	
216560	Wdpcp	0.0049281641779402	-0.4088594972384559	neither	-0.0013469344963104	-0.0018920525848467	-0.0012329501838658	-0.0020921133508094	0.0022583247396739	-0.6073782339930391
16891	Lipg	-0.0057784640516042	0.3558117410056262	neither	-0.0013408628051204	-0.0036742001787249	-0.0005659037235635	0.0059339585611029	0.0012730946758944	-0.9658443512475564
240752	Pik3c2b	0.0046699449701865	-0.6704471920868166	neither	-0.0013294084458464	-0.0012363942821544	-0.001211898688986	-0.0013943177390156	-0.0010106094129497	-0.63969863953372
77034	2510039O18Rik	-0.0013047447167564	2.4111012679844928	neither	-0.0013294047108727	-0.0002678992786608	-0.001401074391379	-0.0018602538163088	-0.0012428253409546	4.00637683531966
68845	Pih1d1	-0.0031334201893406	0.8928769667505463	neither	-0.0013114064143035	0.0019049573747623	-0.0013392619676876	-0.0013283690675425	-0.0002119834456986	1.146447544731021
71091	Cdkl1	0.0036621688603496	-0.6252739039390812	neither	-0.0012956015901901	0.0001379954139222	-0.0003418984798467	0.0	0.0	
140577	Ankrd6	0.0121214170836016	-0.1261017532432103	neither	-0.001290674801491	-0.0006347235043221	-0.0003119604784545	0.0005136076292912	0.0007542096242107	0.3479875572404099
13370	Dio1	-0.0017617086806428	0.9965190489947846	neither	-0.0012821279848915	-2.061819017338213e-05	0.0006892569886849	-0.0	-0.0	
67758	Aadac	0.0018350015259774	-1.7287768367344438	neither	-0.001258992762685	-0.0009406344994231	-0.0011955139144475	-0.000731921594802	-0.000429340683356	-0.6502621476976801
56496	Tspan6	0.0040473080111728	-0.6596371232792053	neither	-0.0012577366653757	0.0009300678353327	0.0002100424042115	0.0	0.0	
69219	Ddah1	0.0033595608605545	-0.6800313208316167	neither	-0.0012534776144023	-0.0002759152795185	-0.0009842805165086	-0.001170438995213	0.0018829823944496	-0.1442053066546159
68039	Nmb	-0.0057425085014432	0.5106280836126695	neither	-0.0012521276089804	-0.0023182803478753	-0.0033506246623677	-7.58663511503538e-05	-0.0066846089961077	0.2788300387671851
16971	Lrp1	0.0061061359585741	-0.4111845820377534	neither	-0.0012460979893075	-0.0012457523318765	-0.002199608933226	-0.0003079449192221	-0.0007912402587992	0.0119290615056258
240055	Neurl1b	-0.0076384039008041	0.2318880650846528	neither	-0.0012450623931471	0.0002605537569025	-0.0027859519867824	0.0006487603341244	-0.0022589135340924	-0.0516759075809075
12448	Ccne2	0.0025934795777736	-1.1256535468508977	neither	-0.0012423758999798	-0.0005464364566151	-0.0002886232341522	-0.0008794646504333	-0.0001112588693862	-0.6728782463434515
232035	Ccser1	0.0058419629567002	-0.3830524163317217	neither	-0.0012423587264248	-0.0015863278982264	-7.897011099063976e-05	-0.0006421841927955	-0.0003259904719417	-0.0656861643900114
102502	Pls1	0.0012903447231001	-2.492534798441609	neither	-0.001240002960875	-0.0005164119245133	-0.0010671481188206	-0.0009860637714594	-0.0003844904875299	-1.7469868050209332
74387	4932438H23Rik	0.0090099426764952	-0.1831740591505477	neither	-0.0012398073590856	-0.0062789499128752	-0.0033293534240215	0.0030416898394435	-0.0014680731172007	0.5941348305800092
27762	Vwa7	-0.005186681476149	0.5200257189591962	neither	-0.0012268568982814	-0.0016640575365586	-0.0016011331103143	0.0016768888588297	1.835178666449245e-05	-0.3404284100002165
19183	Psmc3ip	-0.001175536136266	2.8805276831233764	neither	-0.0012212252657882	-3.70085836702988e-06	-0.0012812754003582	-0.0011235257360107	-0.0011334428871376	2.955555773728194
76223	Agbl3	0.002443385283829	-1.1836611781511135	neither	-0.0012114590228443	-8.742395660210145e-05	-0.0008261267515729	-0.0004523211046353	0.0003697994042716	-0.3200078114699397
226791	Lyplal1	0.0014006026180919	-2.270132587655669	neither	-0.0011902118804672	-0.0008754374451333	-0.0010364448218295	-0.0010581049898535	-0.0006793450101087	-1.8630271129968017
665113	Tnik	0.0023974912710907	-1.1168779630955188	neither	-0.0011896534868963	-0.0002174635098617	-0.0011031457109796	-0.0008179364800882	-0.000666900257527	-0.7402295808748363
14120	Fbp2	0.0023712146753597	-0.8965264012189169	neither	-0.0011811188569636	-0.0017083057925007	-0.0025762614026054	-0.0009622663846159	-0.0012664056632322	-0.4125998167775166
235472	Prtg	-0.0057677935532337	0.3004763905613689	neither	-0.0011800526580157	-0.0058063839553111	0.0020589957508192	0.0013976084448599	0.0007907190437627	-0.2723536228828197
320343	Lypd6	0.0024014320452295	-1.2340615750923365	neither	-0.001173213931834	-0.0003599897710962	-0.0009850273463117	-0.001291386907736	-0.000362830440074	-1.0909574945934497
211712	Pcdh9	0.0022402083855228	-1.3459863926554023	neither	-0.0011729684694081	-0.0005012865711239	-0.0008239545281348	-0.000666058736172	-0.0003347938810598	-0.6696086142006688
320560	Dennd5b	0.0098083421093068	-0.1025714764376269	neither	-0.0011723038718194	0.0048492337148663	0.0011625700875234	0.0040451252657645	0.0039182556269789	1.4864940265933406
14545	Gdap1	0.0077131092742914	-0.1760259930321937	neither	-0.0011657278330094	0.0020799111607533	0.000148712690859	-0.0002620206530608	0.0005941336008425	0.081020967757657
14766	Adgrg1	0.0049487416734817	-0.5903969196724006	neither	-0.001165155485807	-0.0029003326672932	-0.0031248790775231	-0.0029815406258241	-0.0025036983028206	-1.5048282126442782
77889	Lbh	0.0072375675349063	-0.3978782676927554	neither	-0.0011638258313707	0.0027297035477838	0.001727018451821	-0.0029273115808176	-0.0008834835656614	-0.5742992376410878
56526	Septin6	-0.0022921986257442	0.9951039353202	neither	-0.0011613100815493	-0.0020170934982084	-0.0018356698109951	-0.0009498265433524	-0.0017628311357155	1.4853759779591629
382045	Adgrg5	0.0031289150091769	-0.3689221190539004	neither	-0.0011533289425612	-0.0018438479881747	-0.0022048522131421	-0.0023101736960922	-0.00173308297184	-1.2443992936774897
17883	Myh3	0.0057398809596016	-0.0565580393785576	neither	-0.0011446569752486	0.0036958741501956	0.0014555215745239	0.0014222177466717	-0.0001846723008705	1.2369411409805424
67178	Zmat5	-0.0012509106319127	2.5210266016474376	neither	-0.0011383699670872	-0.0003933583234549	-0.0013041862250719	-0.0012542174573968	-0.0008261884640018	2.8973425530925074
245638	Tbc1d8b	0.0022889932323633	-1.1350072838645069	neither	-0.0011367728650855	-0.0001592185576309	-0.0003206885976696	-0.0017098831948278	-0.0013161000488202	-1.2977134901577738
16870	Lhx2	0.0075983812527356	-0.2642749983938943	neither	-0.0011353713113879	-0.0025954727479422	-0.0005108775757854	-0.0036723535056255	-0.002995270506574	-0.907944101703934
69684	Aarsd1	-0.0038246760532558	0.5330751405995569	neither	-0.0011326938317455	0.0006156546000669	0.0031233896219125	-0.0017879551585584	-0.0011160207844968	1.335602749778015
170706	Tmem37	-0.0027578140580678	0.8062605296381963	neither	-0.0011165477255029	-0.0038976337219305	-0.0026471831876983	-0.0013635468333057	-0.0007264235943511	0.5235413273406473
242297	Fam110b	0.0015144357903715	-0.9966914848241912	neither	-0.0011077565522247	-0.0014994061250555	-0.0004954816412525	-0.0011938409956942	-0.0006917498216331	-0.9418283053604756
13869	Erbb4	0.0019792244283782	-1.0317549784828215	neither	-0.0010977161921151	-0.0003320544391263	-0.0003994895152146	0.0003853445687383	-0.0005954224151031	-0.1392329147277234
320139	Ptpn7	-0.0029167334948454	0.5064214024553109	neither	-0.0010940018094438	-0.0013707306348275	0.0006928416010389	0.0010002782627307	-0.0001595095026487	-0.2674032794115281
240023	Pnldc1	-0.0010850835575919	2.6805537040518126	neither	-0.0010895207142569	-0.0007311063223414	-0.0012480161437093	-0.0007807933801412	-0.0008331529395881	2.1035718937744146
243755	Slc13a4	-0.0062252235666035	0.5558282904358585	neither	-0.0010884947847752	-0.0029466972688854	-0.0005632179997013	0.0010160185262878	0.0004052860783692	-0.5250325841833997
16772	Lama1	0.0034705766213741	-0.709367281466484	neither	-0.001084523287595	-9.650138566743164e-05	-0.0013867591490222	-0.001389290840018	-0.0012395072515378	-0.7864124556579021
238257	Tmem30b	0.0046193012286029	-0.4401231476766787	neither	-0.0010841108199514	-0.000994019656319	-0.0005735208892672	-0.0021196188781216	-0.0022486179351799	-0.7866631864756095
72902	Spock3	0.0028695798600114	-0.8555295041476325	neither	-0.0010799775338766	-0.0003030806821226	-0.0008453860374987	-0.0007213597643865	-0.0002406486671976	-0.3905564144498744
19225	Ptgs2	-0.0021456692578609	0.380199604851153	neither	-0.0010769131147631	-0.0006619836010726	-0.0001906205287265	-0.0	-0.0	
12482	Ms4a1	0.0014619519121043	-1.8641488896944065	neither	-0.0010609126968796	-0.0003020583802293	-0.0007609007460678	-0.0007760637499265	-0.0006841975555177	-1.2633201659703437
78177	Ninl	-0.0016294265474739	1.2467854735287414	neither	-0.0010505042823033	-0.001359909464312	-0.0004337873162459	-0.0008676953299212	-0.0001388239343274	1.7920505310821535
75597	Ndufaf2	0.0018219025099965	-1.4087728206101944	neither	-0.0010472933307332	-0.0008972732245235	-0.0008543556548865	-0.000733656385191	-0.0003792475334301	-0.8649029223563561
67512	Agpat2	0.0043294545821557	-0.6092043355843021	neither	-0.001042940660047	-0.0019436360789934	0.0004346350693025	0.0008740520157685	4.138853365224658e-05	0.7561052237537972
75869	Arl5b	-0.0107981182833404	0.3641501730131236	neither	-0.0010319860360776	-0.0031838078971852	-0.0005027673403578	-0.0015585369303885	-0.0015690134380984	0.6591119015384163
19057	Ppp3cc	0.0022106274506618	-0.9847374924384104	neither	-0.0010314862946425	-0.0001051040551769	-0.0009374040118607	-0.0008521802415179	-0.0015194366975532	-0.4319987129891743
244895	Peak1	0.0036713798046242	-0.5294400460558978	neither	-0.0010210277581208	0.0006706939686743	-0.0002964273653841	-0.000330155016892	-4.112045671376402e-05	-0.08746753571543
107448	Unc5a	0.0053743093173577	-0.2067580434737687	neither	-0.0010045629322284	-0.0032041123395988	-0.0027338073487454	-0.0001710447313613	-0.0018853526196764	0.1678415987213033
27660	1700088E04Rik	-0.0029625392178021	0.8038889139588383	neither	-0.0010023082946827	-0.0008934848773612	-0.0005158214163098	-0.0007748415688335	-0.0010898035275562	0.806980017999691
223774	Alg12	-0.0068710969122901	0.3628257803406711	neither	-0.0009975849995438	0.0008843417680654	2.7771493365056676e-05	0.0011624876034169	0.000322890417976	-0.1815889803101069
71228	Dlg5	0.0057919791226868	-0.3709485860312608	neither	-0.0009838093419008	-0.0045216465674264	-0.0019710382154529	-0.0003513730465162	-0.0013131307603731	0.017026413009783
19260	Ptpn22	0.0014479676940967	-1.7130565917617293	neither	-0.0009797472613351	-0.000305171174894	-0.0008906421982278	-0.0008990600360819	-0.0006116181104356	-1.4125776780046124
214663	Slc25a29	-0.0042380212881834	0.1630626966519438	neither	-0.0009764441048892	0.0002306948989033	-4.6632022689440215e-05	-0.0006750520811437	-0.0010498041305886	0.6822889300268868
110033	Kif22	-0.0015497550106404	1.835389776270084	neither	-0.0009717649314547	-2.393019642333727e-05	-0.0009904279121811	-0.0007349544862551	-0.0001833048847035	1.7740183692593572
68067	Mrnip	0.0032057174910675	-0.9309914324773793	neither	-0.0009640358053424	-0.0030381531166932	-0.0011265821787572	-0.0012092732459459	-0.0010618206638658	-0.8087977204389403
15490	Hsd17b7	0.0024646349060037	-1.0206937822719782	neither	-0.0009625786161244	-0.0007995759102323	-0.0008544074855733	-0.0017471322757719	-0.0008441587923134	-1.6698559769792405
75593	Malsu1	-0.0021949280008066	1.199726370510886	neither	-0.0009478490302535	-0.0004982361336136	4.969927553057974e-05	-0.0017306708697351	-0.000265679294924	1.078917681708678
54131	Irf3	-0.0015282698995234	1.342174429888409	neither	-0.0009451172637958	0.0008967616325199	-0.0003809877279792	-0.0008340217208763	-0.0012398458667909	1.6389592869761969
101497	Plekhg2	-0.0043348631827155	0.3572220880219765	neither	-0.0009424867259378	-0.000780554839456	-0.0009857396480931	-0.0013710441783451	0.0001039049280019	1.0284257423092666
381511	Pdp1	0.0011853207353457	-1.9896175199711728	neither	-0.0009386970639751	-0.0004999880887816	-0.000648809708846	-0.0009098921744869	-0.0004473898016797	-1.85183836709992
52585	Dhrs1	0.0007653805797685	-3.2472857089481235	maternal	-0.0009282816491231	-0.0009846169698381	-0.0009146364962294	-0.0008652725681057	-0.0003852315146884	-2.698948747186573
63954	Rbp7	-0.0017077621314314	1.3333856906227	neither	-0.0009248635209961	-0.0018329682486299	-0.0024569438733866	-0.0008569321745242	-0.0010123363657007	1.03723704802598
320664	Cass4	0.0025892153335907	-0.3275280956442821	neither	-0.0009231451438016	0.0005059807940367	-0.0004034639967805	-0.0017420584902277	7.191896809831494e-05	-0.6260569422269173
15932	Idua	-0.0040334547502544	0.6872502571099289	neither	-0.0009224467912214	0.0012982809197038	-0.0005024810833842	-0.0012352878540834	-0.0005134038834381	1.011318140455942
108153	Adamts7	0.0039993485799083	-0.3429308319710103	neither	-0.0009182552678038	0.0022523021877643	0.0018500440231783	-0.0002270341745732	0.0010391279462171	-0.057028382048968
22031	Traf3	-0.019281953812954	0.1261773176608347	neither	-0.0009173467949123	0.0020502446352677	0.0053014537455949	-0.0006420331787184	0.0029774253158411	0.3460692165581537
244954	Prss35	-0.0060960229780084	0.2671970892676789	neither	-0.0009155402696662	0.0014296096043423	0.0019036630006204	-0.0016978383809029	-0.0007924404449622	0.6658557205974801
56358	Copz2	0.001321966073617	-1.6942882391630607	neither	-0.0009149078994196	-0.0002758838471167	-0.0006723646023248	-0.0008424541403044	-0.0003967729178372	-1.2261253362254807
70546	Zdhhc2	-0.0021106744896014	0.416594192514889	neither	-0.0009145822294041	-0.0004795993429808	0.0004588789940569	-0.0010120861356141	0.0007291021184872	0.4322243635420129
12307	Calb1	0.0011861948664377	-1.9289163205610764	neither	-0.00091144042372	-0.0005570850174901	-0.0008931770135469	-0.0009573886682507	-0.000182853549985	-1.7235684436111272
14681	Gnao1	0.0079182702703053	-0.1946732548535596	neither	-0.0009062290890925	-0.0031561068418532	-0.0053615852413454	-0.0011929040890749	-0.0017467585057704	-0.3099060909313043
22029	Traf1	-0.0043857622031602	0.1181512879409955	neither	-0.0009018694307029	-0.0002442375625817	-0.0001750012445882	0.0010550834527057	0.0001329810245278	-0.4884525030398825
240185	Jcad	-0.0166519600190286	0.1379480501557431	neither	-0.0008981528297111	-0.0011040077826779	0.0009082674054848	-0.0022081342093445	0.0015297111184195	0.597453289337796
245269	Nim1k	-0.0050259420623895	0.3867098703152311	neither	-0.0008980525167753	-0.0021886142024837	0.0006044920712315	-0.0013817259820409	-0.0001333235181054	0.8943275157244023
106042	Prickle1	0.0076555078610391	-0.0777890527053668	neither	-0.0008958475247335	0.0003254730621501	0.0001379575418599	0.0008516344382971	0.0004853839219764	0.5419153871383544
13867	Erbb3	-0.0015433665414137	1.493119495256349	neither	-0.000891527149471	-0.0016312404271477	-0.0019338488348037	-0.0013960769667628	-0.0010249152307316	2.760455877230014
13175	Dclk1	-0.0032516932001666	0.1935930421901972	neither	-0.0008782660881941	-0.0010474531103467	6.649648628783832e-05	0.0004645477068479	-0.0011373872848866	-0.1605771167040519
20616	Snap91	0.0021855165984349	-0.966970566233076	neither	-0.000872036687153	0.0003917750593845	-0.0003965711106975	-0.0005503805232933	-0.0005323213772323	-0.4341679154125497
83946	Phip	0.0024461748863189	-0.8233905107763658	neither	-0.0008666424888453	-0.0003795506599936	-0.0009500188420441	-0.0006414503146409	-0.0001325188650815	-0.5315756757721639
11745	Anxa3	0.0024201405795673	-0.29293769002687	neither	-0.0008614422056175	0.0012063524644459	0.0008636974612683	0.0	0.0	
14012	Mpzl2	-0.0017690566938174	1.2201360553723473	neither	-0.0008589576403911	-0.0010008150610498	-0.0014247104084956	-0.0010441418478739	0.00112361234666	1.1635696148080483
244058	Rgma	-0.0014307322266055	0.6731725147948098	neither	-0.0008423425273035	-0.0012090728509193	-0.0008631756715977	-4.257081562797112e-05	-0.0008023229662716	-0.145289007648353
218271	B4galt7	-0.0032711914956202	0.7435753022465427	neither	-0.0008324061930556	-0.0013192815372202	-0.0002466809869547	-0.0017856260758726	-0.0015417169521914	1.2862232655909425
23821	Bace1	-0.0059689713279545	0.4673885890338355	neither	-0.0008314199922704	1.9786510296717507e-05	0.0007227101630867	-0.0019871870393748	-0.0002920119389286	1.379647022586259
53324	Nptx2	-0.0020589467764193	1.1376091614409838	neither	-0.0008282552987335	0.0005174310769097	-0.0005848964797949	-0.0001532301160468	-0.0003371185773683	0.4746576222518625
171531	Mlph	0.00221587513073	-0.7885684071856635	neither	-0.0008249467748394	-0.0012525462006339	-0.0005295857058389	-0.0002688427581558	-0.0009961638222526	0.006649736715327
229658	Vangl1	-0.007117063389499	0.0233709941078435	neither	-0.0008217049425766	-0.0028299816207428	0.0003024041896426	0.0041599214336263	0.0055179288149875	-0.6679624053281018
622434	Arhgef26	-0.0021273874739582	1.2547783610247147	neither	-0.0008172727518622	-0.0008239422086199	-0.0014542947405047	-0.0007521736506755	-0.0012662152053678	1.3214217685714789
76566	Rflnb	-0.000723289339593	2.4673270235682265	zygotic	-0.0008081031358995	-0.0006126673269655	-0.0004160607648206	-0.0012422828718062	-0.0005245507407025	3.2594356800522784
232821	Ccdc106	-0.0032634807311706	0.6320383501020196	neither	-0.0008062907726816	9.258174170816372e-05	0.0002651956233219	-0.0003208571709273	-0.0003691930465054	0.4686386708887703
13823	Epb41l3	0.0017732467194543	-1.127880229074916	neither	-0.0007784010170565	0.0003352524220668	-0.0006125484325539	-0.000851680200994	-0.0004714400601461	-1.1099201701521666
103967	Dnm3	0.0012587139662107	-1.4579622890033062	neither	-0.0007719805400725	-0.0002431481112167	-0.0009059472508754	-0.0003937771928283	-0.0003712051796587	-0.6340742097279591
110385	Pde4c	-0.0020277436991259	0.8776422975531516	neither	-0.0007685033257862	-0.0005778056568853	-0.0006603845603914	-4.872195675169042e-05	-0.0005322358058368	0.2398144399921452
54650	Sfmbt1	0.0011701297872947	-1.5987006336861247	neither	-0.0007626124049328	-0.0003200286071769	-0.0005606269652857	-0.0005537020428481	-0.0002700619749798	-1.2114828772099693
16438	Itpr1	0.0047316770158215	-0.2821894237376594	neither	-0.0007580026530303	-0.0004253486964982	-0.0006239510598982	-0.0003468308914601	2.0319812521107528e-05	-0.0300083879409204
110197	Dgkg	0.0013422596973942	-0.9540754128739242	neither	-0.0007465551556048	4.913562549837815e-05	-0.0004729404766501	-0.0005069665734313	-0.0006818900763743	-0.5314317938807331
213760	Prepl	0.0010517382701854	-1.7485033173794469	neither	-0.0007456329461264	-0.0005704303281799	-0.0006860079549833	-0.000617650582894	-0.0005896659880891	-1.4413027530028253
208213	Tmem132c	0.0028236297048986	-0.5822451485029015	neither	-0.0007450682385336	-0.000334074344337	0.0001861053930002	-0.001244418332361	0.000670680774487	-0.4265911452050177
14027	Evpl	0.0032361659784272	-0.2347774130133034	neither	-0.0007430593578126	0.000770962976779	0.0003434478731308	-0.0020825994489296	-0.0020282161111527	-1.0099142726622046
14281	Fos	0.0009186966770447	-0.9985935695548956	neither	-0.0007413485298083	-0.0002722440657434	-0.0003854195257649	-0.0012423108230041	-0.0008747961185969	-1.5864902478572924
214580	Pstk	0.0018471252981068	-0.9621649838776914	neither	-0.0007395010991771	0.0007141971128013	-4.5900995705107474e-05	0.0007013953728746	0.0004534514603122	0.6975335987293618
240913	Adamts4	0.0026045172568846	-0.6186548425368212	neither	-0.0007346381817914	-0.0004842057859974	-0.0012237917969295	-0.0008600517920167	-0.0009129547439691	-0.604568400907157
68440	Dusp23	0.0022087737123438	-0.8222482387597175	neither	-0.0007346032509185	-0.0003833124439406	-0.0013228784546953	-0.0006979305329025	-0.0004411166533328	-0.5578283609172949
78100	Msantd4	0.0024589243559444	-0.7077497482630576	neither	-0.0007225021319568	-0.0001626437269718	-0.0006580383915071	-0.0006167965234102	-0.0004609652352124	-0.4830358093125606
66902	Mtap	0.000771345706854	-2.4580745838841467	neither	-0.0007123617990687	-0.000673382243636	-0.0006988100630566	-0.0007208565840109	-0.000451862548257	-2.2779007895549053
66591	Mad2l1bp	-0.0033083463629748	0.8752473292080754	neither	-0.0007104651417192	-0.000970740707499	-0.0027929567026126	-0.0010388791582561	-0.0022600835117902	1.149661965809894
271786	Galnt13	0.0009083580889922	-1.561096376942113	neither	-0.0007045334884992	-0.0005492388530044	-0.0009028196593366	0.0	0.0	
23985	Slc26a4	-0.0045532260922048	0.2267884747866844	neither	-0.0007017980329357	-0.0053815474484402	-0.0022923841182085	-0.0	-0.0	
26874	Abcd2	0.006828872779183	-0.1550240244245243	neither	-0.0006982354469314	0.002437280313064	-0.0027094073383849	0.0	0.0	
22640	Zfp1	-0.0010380003794355	1.8101525831567136	neither	-0.0006937132788213	-0.0003292993281412	-0.0006743580027342	-0.0011399653102958	-0.0012527322440701	3.1617002595867385
13195	Ddc	-0.0024771269372937	0.5246298216786902	neither	-0.0006930405578533	-0.0016367283120137	-0.0010584373322971	0.0005408342080622	-0.0004818291171625	-0.22930347334405
214106	4933430I17Rik	-0.0010751992112403	1.4521387004654616	neither	-0.0006912034293699	-0.0006385011510647	-0.0003570848610088	0.0001601476035892	-9.246179122863472e-05	-0.1892910573343449
19099	Mapk8ip1	-0.0020227744971823	0.5286175395376469	neither	-0.0006844507092006	-0.0008442969946397	-0.0002200920203784	0.0003841247998128	0.0004105011130625	-0.4893677812803568
227059	Slc39a10	0.0032357594128017	-0.3479857018990946	neither	-0.0006751602834494	-0.0001648493125821	-0.0004713073489649	-4.476102384352924e-05	0.0004980538062324	0.1907096951258137
69217	Plekha4	-0.0039044720712377	0.3212093819439841	neither	-0.0006723078008528	0.0002382279069014	0.0001256988904599	-0.0002276381465233	-7.579774529517346e-05	0.390633964859284
102545	Cmtm7	-0.002247351357383	0.6231209752541778	neither	-0.0006666582620581	-0.0013848574529158	-0.000591506270055	-0.0008732063373093	4.8250101187086807e-05	1.0046357386844684
77505	Dnhd1	-0.0038036660445294	0.1306085759904104	neither	-0.0006591985936089	0.0014140396380742	0.0009543804020924	-0.0020330514811339	-0.0013920222710744	1.74940434981987
216527	Ccm2	-0.0018883295630187	0.7283632338413378	neither	-0.0006553866569714	-0.0002321827395705	-0.0002920429175319	-0.0001552801860826	0.0003138017205553	0.5478782760156033
14251	Flot1	0.0029964890273323	-0.4904154994862559	neither	-0.0006512948494893	-0.0014550905178134	0.0002440575410961	-0.000976778123508	-0.0003915961212133	-0.500472673355653
11601	Angpt2	0.0039694144933767	-0.442523376721591	neither	-0.0006321514944171	-0.0026612937054245	-0.003246038530883	0.0019906672605024	0.0001015813214912	1.6941515349651786
110310	Krt7	-0.0042757593967375	0.4583896120047646	neither	-0.0006303320375343	-0.0023810837828922	-0.0010556324858365	-0.000645205158186	0.0009896989179175	0.6945108697604196
235041	Kank2	0.0021154732238451	-0.6952254415653701	neither	-0.0006282769327858	-0.0017143424935875	-0.000989803774269	-0.0007047219292398	-0.00066607827474	-0.6945323828836185
13170	Dbp	-0.002074180488864	0.9483769247309264	neither	-0.0006220902971019	-0.0007013042427451	-0.0018243997176368	-0.001074767273978	-0.0019610107061615	1.0306881257293607
18712	Pim1	-0.0012239177320744	1.4497737774235202	neither	-0.0006198695685545	-0.0002099011511647	-0.000683427266558	-0.0005316343560484	-0.0005000625080658	1.5489971371606313
231724	Rad9b	-0.0020106571332046	0.7895823899709044	neither	-0.0006055340272903	-0.0013074906480156	-0.0008424229659221	-0.0001233449702147	-0.0005141410239184	0.421677876000928
240058	Cpne5	-0.0020606292237137	0.6918424165219048	neither	-0.0005831183640659	-0.0008142847027061	-0.0004929119142267	0.000557940169467	0.000431784674327	-0.6032512200743874
76547	Tmem101	-0.0006754156420136	1.2597292613804465	neither	-0.0005807136639719	0.0001335204170438	-5.743853683520739e-05	-0.000291414437416	-0.000418012552339	1.0986333947078524
99512	Wdr47	0.0015303992770483	-0.8869411227173147	neither	-0.0005800727043795	-0.0002231176078894	-0.0004629074341776	-0.0002627866148084	-3.641608210977997e-05	-0.2866610128665224
329502	Pla2g4e	0.0100359991032139	-0.1421908089757463	neither	-0.000573455843454	-0.0008819365205064	-0.0034412893011107	-0.0014038658380525	-0.0016008259577507	-0.0941914134842353
241494	Zfp385b	0.0009785828085575	-1.287690930770233	neither	-0.0005687717858374	-0.000296549061734	-0.000547309013283	-0.0006693671506109	-0.0007384363063632	-1.461079931156834
12795	Plk3	-0.0016214016991517	0.8411608799369059	neither	-0.0005678139155758	-0.0004517219670652	-0.0009188842630961	-0.0006254462699836	-0.0005386418750582	1.474343700793162
665563	Mthfd2l	0.0065751230362238	-0.1908030893577337	neither	-0.0005668473657991	-0.0022393489686325	-0.0008027815949383	-0.000990350399004	-0.0007714990358137	-0.4353541806022411
67295	Rab3c	-0.0020168565722623	0.3742404988993256	neither	-0.0005630786672467	-0.0003870382406641	0.0007396872776526	0.0014185581494424	0.0009366789179152	-1.246305012636453
22376	Was	-0.001089399298402	1.0450215007847254	neither	-0.0005627498235087	-0.0001234903541214	-0.0004056019336046	1.047043360070242e-05	5.646434737072673e-05	0.0286530985947966
